timestamp_sec,rel_time_s,throughput_mbps
1776083933,1,0.001
1776083935,3,0.001
1776083944,12,0.001
1776083946,14,0.001
1776083948,16,0.001
1776083952,20,0.0206
1776083956,24,0.0206
1776083959,27,0.0031
1776083964,32,0.001
1776083966,34,0.001
1776083972,40,0.0206
1776083973,41,0.0031
1776083976,44,0.0309
1776083977,45,0.002
1776083983,51,0.001
1776083985,53,0.001
1776083991,59,0.001
1776083993,61,0.001
1776083995,63,0.001
1776083999,67,0.001
1776084001,69,0.001
1776084003,71,0.0018
1776084005,73,0.0018
1776084006,74,0.0018
1776084012,80,0.002
1776084014,82,0.001
1776084016,84,0.001
1776084020,88,0.0206
1776084021,89,0.0031
1776084024,92,0.0249
1776084026,94,0.0031
1776084035,103,0.001
1776084037,105,0.001
1776084039,107,0.001
1776084043,111,0.001
1776084046,114,0.001
1776084048,116,0.001
1776084053,121,0.001
1776084055,123,0.001
1776084058,126,0.001
1776084063,131,0.001
1776084068,136,0.001
1776084076,144,0.0258
1776084077,145,0.0043
1776084093,161,0.001
1776084095,163,0.001
1776084097,165,0.001
1776084103,171,0.001
1776084105,173,0.001
1776084107,175,0.002
1776084112,180,0.001
1776084114,182,0.001
1776084116,184,0.001
1776084119,187,0.0108
1776084122,190,0.0128
1776084123,191,0.0018
1776084124,192,0.0049
1776084125,193,0.0018
1776084126,194,0.0049
1776084135,203,0.001
1776084146,214,0.001
