timestamp_sec,rel_time_s,throughput_mbps
1776263862,22,0.0433
1776263865,25,0.0161
1776263866,26,0.0272
1776263870,30,0.0433
1776263876,36,0.0453
1776263879,39,0.0301
1776263880,40,0.0132
1776263883,43,0.0433
1776263891,51,0.0301
1776263892,52,0.0132
1776263893,53,0.0041
1776263899,59,0.0161
1776263900,60,0.0272
1776263905,65,0.0316
1776263906,66,0.0117
1776263911,71,0.0433
1776263915,75,0.0301
1776263916,76,0.0132
1776263920,80,0.0433
1776263923,83,0.0323
1776263924,84,0.0728
1776263928,88,0.033
1776263929,89,0.0103
1776263932,92,0.0433
1776263936,96,0.0433
1776263940,100,0.0433
1776263944,104,0.0419
1776263945,105,0.0014
1776263947,107,0.0017
1776263948,108,0.045
1776263949,109,0.0017
1776263950,110,0.0017
1776263951,111,0.0161
1776263952,112,0.0272
1776263957,117,0.0433
1776263961,121,0.0161
1776263962,122,0.0272
1776263964,124,0.0036
1776263965,125,0.044
1776263966,126,0.0064
1776263967,127,0.0036
1776263970,130,0.0433
1776263974,134,0.0433
1776263978,138,0.0433
1776263982,142,0.0433
1776263986,146,0.0433
1776263989,149,0.0316
1776263990,150,0.0117
1776263993,153,0.0161
1776263994,154,0.0272
1776263998,158,0.0433
1776264001,161,0.0301
1776264002,162,0.0132
1776264009,169,0.0433
1776264014,174,0.0433
1776264018,178,0.0433
1776264023,183,0.0161
1776264024,184,0.0272
1776264027,187,0.0433
1776264033,193,0.033
1776264034,194,0.0103
1776264041,201,0.0433
1776264047,207,0.0433
1776264051,211,0.033
1776264052,212,0.0103
1776264055,215,0.0433
1776264060,220,0.0404
1776264061,221,0.0029
1776264064,224,0.0433
1776264067,227,0.0017
1776264068,228,0.045
1776264069,229,0.0017
1776264070,230,0.0017
1776264072,232,0.0301
1776264073,233,0.0132
1776264077,237,0.0433
1776264081,241,0.0433
1776264084,244,0.0036
1776264085,245,0.0036
1776264086,246,0.0036
1776264087,247,0.0366
1776264088,248,0.0103
1776264092,252,0.0433
1776264096,256,0.0433
1776264101,261,0.033
1776264102,262,0.0103
1776264106,266,0.0316
1776264107,267,0.0117
1776264113,273,0.033
1776264114,274,0.0103
1776264117,277,0.0404
1776264118,278,0.0029
1776264121,281,0.0316
1776264122,282,0.0117
1776264125,285,0.0419
1776264126,286,0.0014
1776264129,289,0.0433
1776264133,293,0.0433
1776264138,298,0.0433
1776264144,304,0.0433
1776264151,311,0.0433
1776264154,314,0.0433
1776264158,318,0.0161
1776264159,319,0.0272
1776264165,325,0.0404
1776264166,326,0.0029
1776264170,330,0.0433
1776264179,339,0.0433
1776264182,342,0.0404
1776264183,343,0.0029
1776264186,346,0.0433
1776264187,347,0.0017
1776264188,348,0.0017
1776264189,349,0.0333
1776264190,350,0.0135
1776264193,353,0.0404
1776264194,354,0.0029
1776264201,361,0.0433
1776264204,364,0.0036
1776264205,365,0.0036
1776264206,366,0.0036
1776264207,367,0.0036
1776264209,369,0.0301
1776264210,370,0.0132
1776264214,374,0.0433
1776264221,381,0.0433
1776264225,385,0.0433
1776264236,396,0.0316
1776264237,397,0.0117
1776264244,404,0.0433
1776264249,409,0.0433
1776264253,413,0.0433
1776264262,422,0.033
1776264263,423,0.0103
1776264267,427,0.0618
1776264269,429,0.033
1776264270,430,0.0103
1776264273,433,0.0404
1776264274,434,0.0029
