timestamp,rel_time_s,direction,skew_ms
1775837123.947872,0.005919694900512695,PLC -> IO,0.30091999999999997
1775837123.963882,0.02192974090576172,PLC -> IO,0.33540000000000003
1775837123.9798596,0.03790736198425293,PLC -> IO,0.2482
1775837123.9958487,0.053896427154541016,PLC -> IO,0.0246
1775837124.011868,0.069915771484375,PLC -> IO,0.00988
1775837124.02786,0.0859076976776123,PLC -> IO,0.0038
1775837124.0438676,0.10191535949707031,PLC -> IO,0.0066
1775837124.0598571,0.1179049015045166,PLC -> IO,0.0146
1775837124.0758564,0.13390421867370605,PLC -> IO,0.016120000000000002
1775837124.0918653,0.14991307258605957,PLC -> IO,0.0044399999999999995
1775837124.1078763,0.165924072265625,PLC -> IO,0.00532
1775837124.123864,0.18191170692443848,PLC -> IO,0.00364
1775837124.1398675,0.19791531562805176,PLC -> IO,0.03364
1775837124.1558616,0.21390938758850098,PLC -> IO,0.12292
1775837124.1718626,0.22991037368774414,PLC -> IO,0.00468
1775837124.187858,0.24590587615966797,PLC -> IO,0.00868
1775837124.2038574,0.2619051933288574,PLC -> IO,0.0078
1775837124.2198448,0.2778925895690918,PLC -> IO,0.02484
1775837124.2358654,0.2939131259918213,PLC -> IO,0.0174
1775837124.2518637,0.30991148948669434,PLC -> IO,0.0078
1775837124.2678573,0.32590508460998535,PLC -> IO,0.0138
1775837124.2838569,0.3419046401977539,PLC -> IO,0.02444
1775837124.2998571,0.35790491104125977,PLC -> IO,4e-05
1775837124.3158672,0.3739149570465088,PLC -> IO,0.00396
1775837124.3318617,0.3899095058441162,PLC -> IO,0.02604
1775837124.3478594,0.40590715408325195,PLC -> IO,0.01604
1775837124.363876,0.4219238758087158,PLC -> IO,0.2046
1775837124.379882,0.4379298686981201,PLC -> IO,0.00132
1775837124.395873,0.453920841217041,PLC -> IO,0.00924
1775837124.4118729,0.46992063522338867,PLC -> IO,0.10348
1775837124.427864,0.48591184616088867,PLC -> IO,0.011080000000000001
1775837124.4438732,0.5019209384918213,PLC -> IO,0.0014
1775837124.4598675,0.5179152488708496,PLC -> IO,0.0066
1775837124.4758658,0.5339136123657227,PLC -> IO,0.7390800000000001
1775837124.4918625,0.549910306930542,PLC -> IO,0.00019999999999999998
1775837124.5078473,0.5658950805664062,PLC -> IO,0.02372
1775837124.5238583,0.5819060802459717,PLC -> IO,0.01244
1775837124.5398731,0.5979208946228027,PLC -> IO,0.02332
1775837124.555855,0.6139028072357178,PLC -> IO,0.32380000000000003
1775837124.5718548,0.6299026012420654,PLC -> IO,0.00188
1775837124.587879,0.6459267139434814,PLC -> IO,0.2294
1775837124.6038578,0.6619055271148682,PLC -> IO,0.017240000000000002
1775837124.6198545,0.6779022216796875,PLC -> IO,0.01916
1775837124.635862,0.6939098834991455,PLC -> IO,0.015319999999999999
1775837124.6518664,0.7099142074584961,PLC -> IO,0.0162
1775837124.6678789,0.7259266376495361,PLC -> IO,0.015000000000000001
1775837124.683869,0.7419166564941406,PLC -> IO,0.00956
1775837124.6998668,0.7579145431518555,PLC -> IO,0.00868
1775837124.71586,0.7739076614379883,PLC -> IO,0.01028
1775837124.7318592,0.7899069786071777,PLC -> IO,0.006520000000000001
1775837124.7478633,0.8059110641479492,PLC -> IO,0.00556
1775837124.7638602,0.8219079971313477,PLC -> IO,0.015000000000000001
1775837124.779857,0.837904691696167,PLC -> IO,0.04108
1775837124.795859,0.8539068698883057,PLC -> IO,0.011640000000000001
1775837124.8118603,0.8699080944061279,PLC -> IO,0.00884
1775837124.827832,0.8858797550201416,PLC -> IO,0.032119999999999996
1775837124.843868,0.9019157886505127,PLC -> IO,0.00884
1775837124.8598478,0.9178955554962158,PLC -> IO,0.03332
1775837124.875863,0.9339108467102051,PLC -> IO,0.023960000000000002
1775837124.8918836,0.9499313831329346,PLC -> IO,0.43995999999999996
1775837124.9078748,0.9659225940704346,PLC -> IO,0.00628
1775837124.92387,0.9819178581237793,PLC -> IO,0.00436
1775837124.939857,0.9979047775268555,PLC -> IO,0.05012
1775837124.9558706,1.013918399810791,PLC -> IO,0.12164
1775837124.9718788,1.0299265384674072,PLC -> IO,0.00092
1775837124.9878707,1.0459184646606445,PLC -> IO,0.00852
1775837125.003861,1.0619087219238281,PLC -> IO,0.0054
1775837125.019862,1.0779097080230713,PLC -> IO,0.0037199999999999998
1775837125.0358644,1.093912124633789,PLC -> IO,0.00468
1775837125.0518591,1.1099069118499756,PLC -> IO,0.02268
1775837125.0678594,1.1259071826934814,PLC -> IO,0.01908
1775837125.0838702,1.1419179439544678,PLC -> IO,0.0006
1775837125.0998611,1.1579089164733887,PLC -> IO,0.01492
1775837125.1158488,1.1738965511322021,PLC -> IO,0.0102
1775837125.1318576,1.1899054050445557,PLC -> IO,0.1942
1775837125.1478622,1.2059099674224854,PLC -> IO,0.011559999999999999
1775837125.163873,1.2219207286834717,PLC -> IO,0.007
1775837125.179868,1.2379157543182373,PLC -> IO,0.00196
1775837125.1958776,1.2539253234863281,PLC -> IO,0.84148
1775837125.2118785,1.2699263095855713,PLC -> IO,0.02548
1775837125.22785,1.2858977317810059,PLC -> IO,0.022600000000000002
1775837125.243861,1.3019087314605713,PLC -> IO,0.01244
1775837125.2598612,1.3179090023040771,PLC -> IO,0.0194
1775837125.2758582,1.3339059352874756,PLC -> IO,0.01252
1775837125.2918613,1.3499090671539307,PLC -> IO,0.03004
1775837125.3078573,1.3659050464630127,PLC -> IO,0.01116
1775837125.3238592,1.3819069862365723,PLC -> IO,0.00668
1775837125.3398597,1.3979074954986572,PLC -> IO,0.017
1775837125.3559291,1.4139769077301025,PLC -> IO,0.15172
1775837125.3718615,1.4299092292785645,PLC -> IO,0.00916
1775837125.3878615,1.4459092617034912,PLC -> IO,0.02516
1775837125.40386,1.4619078636169434,PLC -> IO,0.02356
1775837125.4198895,1.4779372215270996,PLC -> IO,0.00028000000000000003
1775837125.435867,1.4939148426055908,PLC -> IO,0.39644
1775837125.4518752,1.509922981262207,PLC -> IO,0.0098
1775837125.4678729,1.5259206295013428,PLC -> IO,0.025400000000000002
1775837125.4838824,1.5419301986694336,PLC -> IO,0.01116
1775837125.4998748,1.557922601699829,PLC -> IO,0.4034
1775837125.5158684,1.5739161968231201,PLC -> IO,0.013720000000000001
1775837125.5318627,1.5899105072021484,PLC -> IO,0.00076
1775837125.5478594,1.6059072017669678,PLC -> IO,0.0054
1775837125.5638642,1.6219120025634766,PLC -> IO,0.157
1775837125.579868,1.637915849685669,PLC -> IO,0.01692
1775837125.5958626,1.6539103984832764,PLC -> IO,0.01836
1775837125.6118622,1.669909954071045,PLC -> IO,0.01748
1775837125.6278489,1.685896635055542,PLC -> IO,0.014280000000000001
1775837125.6438587,1.701906442642212,PLC -> IO,0.00868
1775837125.659869,1.71791672706604,PLC -> IO,0.00724
1775837125.6758587,1.7339065074920654,PLC -> IO,0.02228
1775837125.6918666,1.7499144077301025,PLC -> IO,0.00884
1775837125.7078671,1.7659149169921875,PLC -> IO,0.0062
1775837125.7238781,1.781925916671753,PLC -> IO,0.011399999999999999
1775837125.739908,1.7979557514190674,PLC -> IO,0.55108
