timestamp,rel_time_s,direction,ipg_ms
1775733500.257646,0.0,PLC -> IO,127.961
1775733500.385699,0.1280529499053955,PLC -> IO,128.053
1775733500.513714,0.25606799125671387,PLC -> IO,128.015
1775733500.641682,0.3840358257293701,PLC -> IO,127.968
1775733500.769684,0.512037992477417,PLC -> IO,128.002
1775733500.89767,0.640023946762085,PLC -> IO,127.986
1775733501.025678,0.7680318355560303,PLC -> IO,128.008
1775733501.153691,0.8960449695587158,PLC -> IO,128.013
1775733501.281733,1.0240869522094727,PLC -> IO,128.042
1775733501.409722,1.152076005935669,PLC -> IO,127.989
1775733501.537736,1.2800898551940918,PLC -> IO,128.014
1775733501.665673,1.408026933670044,PLC -> IO,127.937
1775733501.793742,1.5360958576202393,PLC -> IO,128.069
1775733501.921746,1.664099931716919,PLC -> IO,128.004
1775733502.049716,1.792069911956787,PLC -> IO,127.97
1775733502.177688,1.920041799545288,PLC -> IO,127.972
1775733502.305674,2.048027992248535,PLC -> IO,127.986
1775733502.433746,2.176100015640259,PLC -> IO,128.072
1775733502.56176,2.3041138648986816,PLC -> IO,128.014
1775733502.689576,2.43192982673645,PLC -> IO,127.816
1775733502.817766,2.560119867324829,PLC -> IO,128.19
1775733502.945769,2.6881229877471924,PLC -> IO,128.003
1775733503.073691,2.816044807434082,PLC -> IO,127.922
1775733503.201729,2.9440829753875732,PLC -> IO,128.038
1775733503.329778,3.072131872177124,PLC -> IO,128.049
1775733503.457769,3.200122833251953,PLC -> IO,127.991
1775733503.585748,3.328101873397827,PLC -> IO,127.979
1775733503.713734,3.456087827682495,PLC -> IO,127.986
1775733503.841791,3.5841448307037354,PLC -> IO,128.057
1775733503.969794,3.7121479511260986,PLC -> IO,128.003
1775733504.097758,3.8401119709014893,PLC -> IO,127.964
1775733504.225798,3.968151807785034,PLC -> IO,128.04
1775733504.353731,4.096084833145142,PLC -> IO,127.933
1775733504.481805,4.224159002304077,PLC -> IO,128.074
1775733504.609806,4.3521599769592285,PLC -> IO,128.001
1775733504.737743,4.480096817016602,PLC -> IO,127.937
1775733504.865813,4.608166933059692,PLC -> IO,128.07
1775733504.993781,4.736135005950928,PLC -> IO,127.968
1775733505.121744,4.864097833633423,PLC -> IO,127.963
1775733505.249821,4.992174863815308,PLC -> IO,128.077
1775733505.377773,5.120126962661743,PLC -> IO,127.952
1775733505.505746,5.2480998039245605,PLC -> IO,127.973
1775733505.633799,5.376152992248535,PLC -> IO,128.053
1775733505.761764,5.504117965698242,PLC -> IO,127.965
1775733505.8898,5.6321539878845215,PLC -> IO,128.036
1775733506.017839,5.76019287109375,PLC -> IO,128.039
1775733506.145766,5.88811993598938,PLC -> IO,127.927
1775733506.273844,6.016197919845581,PLC -> IO,128.078
1775733506.401836,6.144189834594727,PLC -> IO,127.992
1775733506.52985,6.2722039222717285,PLC -> IO,128.014
1775733506.657856,6.400209903717041,PLC -> IO,128.006
1775733506.785827,6.528180837631226,PLC -> IO,127.971
1775733506.913859,6.65621280670166,PLC -> IO,128.032
1775733507.041862,6.784215927124023,PLC -> IO,128.003
1775733507.169783,6.912137031555176,PLC -> IO,127.921
1775733507.297838,7.040191888809204,PLC -> IO,128.055
1775733507.425858,7.168211936950684,PLC -> IO,128.02
