timestamp,rel_time_s,direction,e2e_latency_ms
1776420163.016084,0.010300636291503906,PLC -> IO,0.572398
1776420163.0202887,0.014505386352539062,IO -> PLC,0.76809
1776420163.0800865,0.07430315017700195,PLC -> IO,0.574748
1776420163.0842865,0.07850313186645508,IO -> PLC,0.63947
1776420163.1440892,0.1383059024810791,PLC -> IO,0.610068
1776420163.1482852,0.1425018310546875,IO -> PLC,0.61854
1776420163.208092,0.20230865478515625,PLC -> IO,0.571298
1776420163.2122838,0.20650053024291992,IO -> PLC,0.69369
1776420163.2720947,0.2663114070892334,PLC -> IO,0.752208
1776420163.2762825,0.27049922943115234,IO -> PLC,0.6102
1776420163.3360975,0.33031415939331055,PLC -> IO,0.570958
1776420163.3402812,0.33449792861938477,IO -> PLC,0.60143
1776420163.4001002,0.3943169116973877,PLC -> IO,1.507338
1776420163.40428,0.3984966278076172,IO -> PLC,0.61122
1776420163.4641027,0.45831942558288574,PLC -> IO,0.588938
1776420163.4682786,0.4624953269958496,IO -> PLC,0.63725
1776420163.5281055,0.5223221778869629,PLC -> IO,0.575458
1776420163.5322764,0.5264930725097656,IO -> PLC,0.62039
1776420163.5921082,0.58632493019104,PLC -> IO,0.719808
1776420163.596275,0.590491771697998,IO -> PLC,0.60346
1776420163.656111,0.6503276824951172,PLC -> IO,0.559438
1776420163.6602738,0.6544904708862305,IO -> PLC,0.61005
1776420163.7201138,0.7143304347991943,PLC -> IO,0.590978
1776420163.7242727,0.718489408493042,IO -> PLC,0.61248
1776420163.7841165,0.7783331871032715,PLC -> IO,0.590048
1776420163.7882712,0.7824878692626953,IO -> PLC,0.6141
1776420163.848119,0.8423357009887695,PLC -> IO,0.568088
1776420163.8522701,0.8464868068695068,IO -> PLC,0.62677
1776420163.9121218,0.9063384532928467,PLC -> IO,0.590438
1776420163.9162676,0.9104843139648438,IO -> PLC,0.61912
1776420163.9761245,0.9703412055969238,PLC -> IO,0.588228
1776420163.9802663,0.9744830131530762,IO -> PLC,0.61052
1776420164.0401273,1.034343957901001,PLC -> IO,0.569688
1776420164.044265,1.0384817123413086,IO -> PLC,0.62926
1776420164.10413,1.0983467102050781,PLC -> IO,0.607888
1776420164.1082637,1.102480411529541,IO -> PLC,0.67593
1776420164.1681328,1.1623494625091553,PLC -> IO,0.600478
1776420164.1722627,1.1664793491363525,IO -> PLC,0.6026
1776420164.2321353,1.2263519763946533,PLC -> IO,16.932148
1776420164.2362614,1.230478048324585,IO -> PLC,11.58074
1776420164.296138,1.2903547286987305,PLC -> IO,0.572138
1776420164.30026,1.2944767475128174,IO -> PLC,0.71722
1776420164.3601408,1.3543574810028076,PLC -> IO,0.771048
1776420164.3642578,1.3584744930267334,IO -> PLC,0.61116
1776420164.4241436,1.4183602333068848,PLC -> IO,0.585478
1776420164.4282565,1.4224731922149658,IO -> PLC,0.62719
1776420164.4881463,1.482362985610962,PLC -> IO,0.585978
1776420164.4922552,1.4864718914031982,IO -> PLC,0.60802
1776420164.552149,1.546365737915039,PLC -> IO,0.571058
1776420164.556254,1.5504705905914307,IO -> PLC,0.61685
1776420164.6161518,1.6103684902191162,PLC -> IO,0.564368
1776420164.6202526,1.614469289779663,IO -> PLC,0.61119
1776420164.6801543,1.6743710041046143,PLC -> IO,0.585838
1776420164.6842513,1.6784679889678955,IO -> PLC,0.62506
1776420164.744157,1.7383737564086914,PLC -> IO,0.637318
