timestamp_sec,rel_time_s,throughput_mbps
1776428433,25,0.0036
1776428434,26,0.0036
1776428436,28,0.0036
1776428437,29,0.0036
1776428553,145,0.0036
1776428554,146,0.0036
1776428556,148,0.0036
1776428557,149,0.0036
1776428674,266,0.0036
1776428675,267,0.0036
1776428676,268,0.0036
1776428677,269,0.0036
1776428746,338,0.0072
1776428794,386,0.0036
1776428795,387,0.0036
1776428796,388,0.0036
1776428797,389,0.0036
