timestamp,rel_time_s,direction,e2e_latency_ms
1776103636.0059137,0.005747318267822266,IO -> PLC,2.79765
1776103636.0219142,0.021747827529907227,IO -> PLC,6.0246
1776103636.0379136,0.03774714469909668,IO -> PLC,2.68147
1776103636.053913,0.053746700286865234,IO -> PLC,4.80116
1776103636.0699124,0.06974601745605469,IO -> PLC,1.70044
1776103636.085912,0.08574557304382324,IO -> PLC,3.87358
1776103636.1019123,0.1017458438873291,IO -> PLC,6.21976
1776103636.1179116,0.11774516105651855,IO -> PLC,3.0136
1776103636.1339111,0.1337447166442871,IO -> PLC,5.20434
1776103636.1499104,0.14974403381347656,IO -> PLC,1.7616
1776103636.165911,0.16574454307556152,IO -> PLC,4.10275
1776103636.1819103,0.18174386024475098,IO -> PLC,0.7489
1776103636.1979098,0.19774341583251953,IO -> PLC,2.97332
1776103636.2139091,0.21374273300170898,IO -> PLC,5.42415
1776103636.2299085,0.22974205017089844,IO -> PLC,2.12278
1776103636.245909,0.2457425594329834,IO -> PLC,4.39208
1776103636.2619083,0.26174187660217285,IO -> PLC,0.93919
1776103636.2779078,0.2777414321899414,IO -> PLC,1.47801
1776103636.2939072,0.29374074935913086,IO -> PLC,2.78894
1776103636.3099077,0.3097412586212158,IO -> PLC,3.60616
1776103636.325907,0.3257405757904053,IO -> PLC,4.3846
1776103636.3419063,0.3417398929595947,IO -> PLC,3.38102
1776103636.3579056,0.3577392101287842,IO -> PLC,5.70384
1776103636.3739052,0.37373876571655273,IO -> PLC,2.61944
1776103636.3899057,0.3897392749786377,IO -> PLC,5.14187
1776103636.405905,0.40573859214782715,IO -> PLC,1.64899
1776103636.4219043,0.4217379093170166,IO -> PLC,3.95116
1776103636.437904,0.43773746490478516,IO -> PLC,0.97942
1776103636.4539032,0.4537367820739746,IO -> PLC,3.02982
1776103636.4699035,0.46973705291748047,IO -> PLC,5.57361
1776103636.485903,0.485736608505249,IO -> PLC,3.49494
1776103636.5019023,0.5017359256744385,IO -> PLC,5.84832
1776103636.517902,0.517735481262207,IO -> PLC,2.61241
1776103636.5339022,0.5337357521057129,IO -> PLC,4.96475
1776103636.5499017,0.5497353076934814,IO -> PLC,1.48938
1776103636.565901,0.5657346248626709,IO -> PLC,3.79155
1776103636.5819004,0.5817339420318604,IO -> PLC,5.8714
1776103636.5979,0.5977334976196289,IO -> PLC,2.56996
1776103636.6139002,0.6137337684631348,IO -> PLC,5.50505
1776103636.6298997,0.6297333240509033,IO -> PLC,2.41066
1776103636.645899,0.6457326412200928,IO -> PLC,4.66571
1776103636.6618984,0.6617319583892822,IO -> PLC,0.65376
1776103636.677898,0.6777315139770508,IO -> PLC,0.97032
1776103636.6938982,0.6937317848205566,IO -> PLC,0.85967
1776103636.7098978,0.7097313404083252,IO -> PLC,1.89523
1776103636.725897,0.7257306575775146,IO -> PLC,2.61005
1776103636.7418964,0.7417299747467041,IO -> PLC,2.50468
1776103636.757897,0.7577304840087891,IO -> PLC,3.32423
1776103636.7738962,0.7737298011779785,IO -> PLC,1.19109
1776103636.7898958,0.7897293567657471,IO -> PLC,4.00216
1776103636.805895,0.8057286739349365,IO -> PLC,0.55136
1776103636.8218944,0.821727991104126,IO -> PLC,2.98657
1776103636.837895,0.8377285003662109,IO -> PLC,5.17515
1776103636.8538942,0.8537278175354004,IO -> PLC,2.22813
1776103636.8698938,0.869727373123169,IO -> PLC,4.64503
1776103636.885893,0.8857266902923584,IO -> PLC,1.26871
1776103636.9018927,0.901726245880127,IO -> PLC,3.36815
1776103636.917893,0.9177265167236328,IO -> PLC,6.34108
1776103636.9338925,0.9337260723114014,IO -> PLC,3.24037
1776103636.9498918,0.9497253894805908,IO -> PLC,5.58143
1776103636.9658911,0.9657247066497803,IO -> PLC,2.04262
1776103636.9818916,0.9817252159118652,IO -> PLC,4.39912
1776103636.997891,0.9977245330810547,IO -> PLC,1.26041
1776103637.0138905,1.0137240886688232,IO -> PLC,0.55692
1776103637.0298898,1.0297234058380127,IO -> PLC,2.64525
1776103637.0458891,1.0457227230072021,IO -> PLC,5.16951
1776103637.0618896,1.061723232269287,IO -> PLC,0.85051
1776103637.077889,1.0777225494384766,IO -> PLC,1.46813
1776103637.0938885,1.0937221050262451,IO -> PLC,0.71865
1776103637.1098878,1.1097214221954346,IO -> PLC,2.15031
1776103637.1258883,1.1257219314575195,IO -> PLC,2.7568
1776103637.1418877,1.141721248626709,IO -> PLC,2.28557
1776103637.157887,1.1577205657958984,IO -> PLC,4.28693
1776103637.1738863,1.173719882965088,IO -> PLC,0.77853
1776103637.1898859,1.1897194385528564,IO -> PLC,3.07343
1776103637.2058864,1.2057199478149414,IO -> PLC,5.45256
1776103637.2218857,1.2217192649841309,IO -> PLC,2.19921
1776103637.237885,1.2377185821533203,IO -> PLC,4.99396
1776103637.2538846,1.2537181377410889,IO -> PLC,1.73869
1776103637.2698839,1.2697174549102783,IO -> PLC,3.91077
1776103637.2858841,1.2857177257537842,IO -> PLC,0.58998
1776103637.3018837,1.3017172813415527,IO -> PLC,3.0764
1776103637.317883,1.3177165985107422,IO -> PLC,5.66939
1776103637.3338826,1.3337161540985107,IO -> PLC,2.41932
1776103637.3498828,1.3497164249420166,IO -> PLC,4.91494
1776103637.3658824,1.3657159805297852,IO -> PLC,1.50214
1776103637.3818817,1.3817152976989746,IO -> PLC,3.72639
1776103637.397881,1.397714614868164,IO -> PLC,5.9128
1776103637.4138806,1.4137141704559326,IO -> PLC,2.75688
1776103637.4298809,1.4297144412994385,IO -> PLC,5.28739
1776103637.4458804,1.445713996887207,IO -> PLC,2.20421
1776103637.4618797,1.4617133140563965,IO -> PLC,4.4859
1776103637.477879,1.477712631225586,IO -> PLC,0.94789
1776103637.4938796,1.493713140487671,IO -> PLC,3.19574
1776103637.509879,1.5097126960754395,IO -> PLC,5.70073
1776103637.5258784,1.525712013244629,IO -> PLC,2.39521
1776103637.5418777,1.5417113304138184,IO -> PLC,4.44041
1776103637.557877,1.5577106475830078,IO -> PLC,0.87897
1776103637.5738776,1.5737111568450928,IO -> PLC,1.63483
1776103637.589877,1.5897104740142822,IO -> PLC,1.90756
1776103637.6058764,1.6057100296020508,IO -> PLC,2.26284
1776103637.6218758,1.6217093467712402,IO -> PLC,3.16215
1776103637.6378753,1.6377089023590088,IO -> PLC,1.962
1776103637.6538756,1.6537091732025146,IO -> PLC,4.30187
1776103637.669875,1.669708490371704,IO -> PLC,0.75385
1776103637.6858745,1.6857080459594727,IO -> PLC,2.95067
1776103637.7018738,1.701707363128662,IO -> PLC,4.96804
1776103637.7178743,1.717707872390747,IO -> PLC,1.8674
1776103637.7338736,1.7337071895599365,IO -> PLC,3.92365
1776103637.7498732,1.749706745147705,IO -> PLC,6.24542
1776103637.7658725,1.7657060623168945,IO -> PLC,2.68589
1776103637.7818718,1.781705379486084,IO -> PLC,4.99943
1776103637.7978723,1.797705888748169,IO -> PLC,2.2653
1776103637.8138716,1.8137052059173584,IO -> PLC,5.22175
1776103637.8298712,1.829704761505127,IO -> PLC,1.75965
1776103637.8458705,1.8457040786743164,IO -> PLC,4.01063
1776103637.8618698,1.8617033958435059,IO -> PLC,6.19296
1776103637.8778703,1.8777039051055908,IO -> PLC,2.75248
1776103637.8938696,1.8937032222747803,IO -> PLC,5.23986
1776103637.9098692,1.9097027778625488,IO -> PLC,2.3778
1776103637.9258685,1.9257020950317383,IO -> PLC,4.80591
1776103637.941869,1.9417026042938232,IO -> PLC,1.45126
1776103637.9578683,1.9577019214630127,IO -> PLC,3.96145
1776103637.9738677,1.9737012386322021,IO -> PLC,0.75329
1776103637.989867,1.9897005558013916,IO -> PLC,0.91121
1776103638.0058665,2.00570011138916,IO -> PLC,1.4437
1776103638.021867,2.021700620651245,IO -> PLC,1.65595
1776103638.0378664,2.0376999378204346,IO -> PLC,2.19876
1776103638.0538657,2.053699254989624,IO -> PLC,1.37031
1776103638.0698652,2.0696988105773926,IO -> PLC,3.49041
1776103638.0858645,2.085698127746582,IO -> PLC,3.98714
1776103638.101865,2.101698637008667,IO -> PLC,2.38146
1776103638.1178644,2.1176979541778564,IO -> PLC,4.85476
1776103638.1338637,2.133697271347046,IO -> PLC,1.97406
1776103638.1498632,2.1496968269348145,IO -> PLC,4.00486
1776103638.1658635,2.1656970977783203,IO -> PLC,0.66974
1776103638.181863,2.181696653366089,IO -> PLC,2.74151
1776103638.1978624,2.1976959705352783,IO -> PLC,5.12265
1776103638.213862,2.213695526123047,IO -> PLC,1.74649
1776103638.2298613,2.2296948432922363,IO -> PLC,4.27387
1776103638.2458615,2.245695114135742,IO -> PLC,0.89155
1776103638.261861,2.2616946697235107,IO -> PLC,3.32693
1776103638.2778604,2.2776939868927,IO -> PLC,5.41502
1776103638.2938597,2.2936933040618896,IO -> PLC,2.17102
1776103638.3098602,2.3096938133239746,IO -> PLC,4.44968
1776103638.3258598,2.325693368911743,IO -> PLC,1.56602
1776103638.341859,2.3416926860809326,IO -> PLC,3.6909
1776103638.3578584,2.357692003250122,IO -> PLC,5.96964
1776103638.3738577,2.3736913204193115,IO -> PLC,2.42563
1776103638.3898582,2.3896918296813965,IO -> PLC,4.91126
1776103638.4058576,2.405691146850586,IO -> PLC,1.56669
1776103638.421857,2.4216907024383545,IO -> PLC,4.05016
1776103638.4378564,2.437690019607544,IO -> PLC,0.80313
1776103638.453856,2.4536895751953125,IO -> PLC,0.76535
1776103638.4698563,2.4696898460388184,IO -> PLC,1.6217
1776103638.4858556,2.485689163208008,IO -> PLC,2.12339
1776103638.5018551,2.5016887187957764,IO -> PLC,2.53125
1776103638.5178545,2.517688035964966,IO -> PLC,1.12821
1776103638.533855,2.533688545227051,IO -> PLC,3.32791
1776103638.5498543,2.5496878623962402,IO -> PLC,3.97352
1776103638.5658538,2.565687417984009,IO -> PLC,2.64626
1776103638.5818532,2.5816867351531982,IO -> PLC,4.76723
1776103638.5978525,2.5976860523223877,IO -> PLC,1.38282
1776103638.613853,2.6136865615844727,IO -> PLC,4.12646
1776103638.6298523,2.629685878753662,IO -> PLC,0.75533
1776103638.6458519,2.6456854343414307,IO -> PLC,2.84574
1776103638.6618512,2.66168475151062,IO -> PLC,5.37401
1776103638.6778505,2.6776840686798096,IO -> PLC,1.93856
1776103638.693851,2.6936845779418945,IO -> PLC,4.32579
1776103638.7098503,2.709683895111084,IO -> PLC,1.14931
1776103638.7258499,2.7256834506988525,IO -> PLC,3.59782
1776103638.7418492,2.741682767868042,IO -> PLC,5.98807
1776103638.7578497,2.757683277130127,IO -> PLC,2.31414
1776103638.773849,2.7736825942993164,IO -> PLC,5.06777
1776103638.7898483,2.789681911468506,IO -> PLC,1.40608
1776103638.805848,2.8056814670562744,IO -> PLC,4.12699
1776103638.8218472,2.821680784225464,IO -> PLC,0.78467
1776103638.8378477,2.837681293487549,IO -> PLC,3.40823
1776103638.853847,2.8536806106567383,IO -> PLC,5.52807
1776103638.8698463,2.8696799278259277,IO -> PLC,2.29752
1776103638.885846,2.8856794834136963,IO -> PLC,4.32936
1776103638.9018462,2.901679754257202,IO -> PLC,1.06688
1776103638.9178457,2.9176793098449707,IO -> PLC,0.85422
1776103638.933845,2.93367862701416,IO -> PLC,1.54241
1776103638.9498444,2.9496779441833496,IO -> PLC,1.96866
1776103638.965844,2.965677499771118,IO -> PLC,2.56555
1776103638.9818442,2.981677770614624,IO -> PLC,1.13308
1776103638.9978437,2.9976773262023926,IO -> PLC,3.5755
1776103639.013843,3.013676643371582,IO -> PLC,3.22244
1776103639.0298426,3.0296761989593506,IO -> PLC,5.33612
1776103639.045842,3.04567551612854,IO -> PLC,2.05117
1776103639.0618424,3.061676025390625,IO -> PLC,4.60919
1776103639.0778418,3.0776753425598145,IO -> PLC,1.21671
1776103639.093841,3.093674659729004,IO -> PLC,3.81795
1776103639.1098404,3.1096739768981934,IO -> PLC,6.27373
1776103639.125841,3.1256744861602783,IO -> PLC,2.88333
1776103639.1418405,3.141674041748047,IO -> PLC,5.1403
1776103639.1578398,3.1576733589172363,IO -> PLC,7.28999
1776103639.173839,3.173672676086426,IO -> PLC,3.91894
1776103639.1898384,3.1896719932556152,IO -> PLC,6.08192
1776103639.205839,3.2056725025177,IO -> PLC,2.6351
1776103639.2218382,3.2216718196868896,IO -> PLC,5.01001
1776103639.2378378,3.237671375274658,IO -> PLC,1.59377
1776103639.253837,3.2536706924438477,IO -> PLC,3.9401
1776103639.2698367,3.269670248031616,IO -> PLC,6.14188
1776103639.285837,3.285670518875122,IO -> PLC,2.73611
1776103639.3018363,3.3016698360443115,IO -> PLC,1.15523
1776103639.3178358,3.31766939163208,IO -> PLC,1.76668
1776103639.3338351,3.3336687088012695,IO -> PLC,2.19582
1776103639.3498356,3.3496692180633545,IO -> PLC,1.24248
