timestamp_sec,rel_time_s,throughput_mbps
1776093680,30,0.0108
1776093684,34,0.0031
1776093693,43,0.001
1776093713,63,0.0206
1776093715,65,0.0031
1776093725,75,0.0018
1776093735,85,0.0108
1776093737,87,0.0128
1776093741,91,0.0108
1776093747,97,0.0031
1776093780,130,0.001
1776093800,150,0.001
1776093813,163,0.0108
1776093816,166,0.0159
1776093840,190,0.001
1776093842,192,0.001
1776093845,195,0.0018
1776093853,203,0.002
1776093855,205,0.001
1776093857,207,0.002
1776093861,211,0.0114
1776093863,213,0.0217
1776093864,214,0.002
1776093872,222,0.0159
1776093874,224,0.0493
1776093876,226,0.01
1776093880,230,0.0127
1776093882,232,0.002
1776093884,234,0.002
1776093886,236,0.002
1776093891,241,0.0206
1776093892,242,0.001
1776093894,244,0.0283
1776093896,246,0.0271
1776093898,248,0.0688
1776093901,251,0.0252
1776093911,261,0.0263
1776093913,263,0.0344
1776093917,267,0.0322
1776093919,269,0.0034
1776093922,272,0.0044
1776093923,273,0.0421
1776093924,274,0.01
1776093928,278,0.0162
1776093931,281,0.0086
1776093932,282,0.0031
1776093934,284,0.0031
1776093935,285,0.0344
1776093940,290,0.001
1776093941,291,0.0086
1776093944,294,0.0567
1776093946,296,0.007
1776093948,298,0.0269
1776093950,300,0.002
1776093953,303,0.01
1776093955,305,0.0375
1776093958,308,0.0327
1776093965,315,0.0018
1776093971,321,0.0161
1776093977,327,0.0265
1776093978,328,0.002
1776093987,337,0.0108
1776093989,339,0.0346
1776093990,340,0.0329
1776093991,341,0.001
1776093993,343,0.0031
1776093994,344,0.0031
1776093996,346,0.0105
1776093997,347,0.0031
1776093998,348,0.0341
1776094001,351,0.0076
1776094002,352,0.0031
1776094012,362,0.0263
1776094019,369,0.001
1776094023,373,0.0093
1776094024,374,0.001
1776094036,386,0.0283
1776094039,389,0.043
1776094047,397,0.0349
1776094049,399,0.0031
1776094055,405,0.0093
1776094057,407,0.0373
1776094060,410,0.0344
1776094061,411,0.0261
1776094063,413,0.0211
