timestamp,rel_time_s,direction,skew_ms
1776097582.8867362,0.045279741287231445,PLC -> IO,0.027223999999999998
1776097582.95086,0.10940361022949219,PLC -> IO,0.6752239999999999
1776097583.0147421,0.17328572273254395,PLC -> IO,0.19450399999999998
1776097583.0787106,0.23725414276123047,PLC -> IO,0.184584
1776097583.1427283,0.301271915435791,PLC -> IO,0.059784000000000004
1776097583.206738,0.3652815818786621,PLC -> IO,0.035896000000000004
1776097583.2709196,0.42946314811706543,PLC -> IO,0.34818400000000005
1776097583.334763,0.49330663681030273,PLC -> IO,0.29754400000000003
1776097583.3987288,0.5572724342346191,PLC -> IO,0.098344
1776097583.4627347,0.6212782859802246,PLC -> IO,0.089864
1776097583.5277858,0.6863293647766113,PLC -> IO,0.215064
1776097583.5907357,0.749279260635376,PLC -> IO,0.028664
1776097583.6548593,0.8134028911590576,PLC -> IO,0.292424
1776097583.718723,0.8772666454315186,PLC -> IO,0.48410400000000003
1776097583.7827477,0.941291332244873,PLC -> IO,0.035944
1776097583.846752,1.0052955150604248,PLC -> IO,0.031704
1776097583.910745,1.0692884922027588,PLC -> IO,0.076984
1776097583.9749792,1.1335227489471436,PLC -> IO,0.432504
1776097584.0387874,1.1973309516906738,PLC -> IO,0.28282399999999996
1776097584.1027186,1.2612621784210205,PLC -> IO,0.177224
1776097584.166729,1.325272560119629,PLC -> IO,0.052024
1776097584.230745,1.3892886638641357,PLC -> IO,0.078664
1776097584.294747,1.4532907009124756,PLC -> IO,0.020183999999999997
1776097584.3588808,1.5174243450164795,PLC -> IO,0.333464
1776097584.4227324,1.5812759399414062,PLC -> IO,0.248664
1776097584.486715,1.6452586650848389,PLC -> IO,0.062664
1776097584.550781,1.709324598312378,PLC -> IO,0.000344
1776097584.6147406,1.7732841968536377,PLC -> IO,0.057784
1776097584.6793528,1.8378963470458984,PLC -> IO,0.111976
1776097584.7427826,1.9013261795043945,PLC -> IO,0.5180239999999999
1776097584.8067575,1.9653010368347168,PLC -> IO,0.175304
1776097584.8707418,2.029285430908203,PLC -> IO,0.041063999999999996
1776097584.9347558,2.093299388885498,PLC -> IO,0.028184
1776097584.998743,2.1572866439819336,PLC -> IO,0.024344
1776097585.0629356,2.2214791774749756,PLC -> IO,0.298744
1776097585.1267364,2.2852799892425537,PLC -> IO,0.306984
1776097585.1907332,2.3492767810821533,PLC -> IO,0.093224
1776097585.254736,2.4132795333862305,PLC -> IO,0.048824
1776097585.31876,2.4773035049438477,PLC -> IO,0.061464000000000005
1776097585.3827524,2.5412960052490234,PLC -> IO,0.015704
1776097585.446903,2.6054465770721436,PLC -> IO,0.260344
1776097585.5107334,2.6692769527435303,PLC -> IO,0.21802400000000002
1776097585.5747285,2.733272075653076,PLC -> IO,0.154024
1776097585.6387436,2.7972872257232666,PLC -> IO,0.036024
1776097585.7027283,2.861271858215332,PLC -> IO,0.062104
1776097585.7672248,2.9257683753967285,PLC -> IO,0.042184
1776097585.830756,2.9892995357513428,PLC -> IO,0.306904
1776097585.8946936,3.053237199783325,PLC -> IO,0.18546400000000002
1776097585.9587293,3.1172728538513184,PLC -> IO,0.064264
1776097586.022746,3.1812896728515625,PLC -> IO,0.066664
1776097586.0867424,3.245285987854004,PLC -> IO,0.028584
1776097586.1508963,3.3094398975372314,PLC -> IO,0.29426399999999997
1776097586.214729,3.373272657394409,PLC -> IO,0.278824
1776097586.2787125,3.437256097793579,PLC -> IO,0.187064
1776097586.3427396,3.5012831687927246,PLC -> IO,0.032504
1776097586.406764,3.5653076171875,PLC -> IO,0.070744
1776097586.4709053,3.629448890686035,PLC -> IO,0.382984
1776097586.5348,3.6933436393737793,PLC -> IO,0.47978400000000004
1776097586.5987334,3.757277011871338,PLC -> IO,0.173704
1776097586.66278,3.8213236331939697,PLC -> IO,0.036664
1776097586.7267566,3.8853001594543457,PLC -> IO,0.246824
1776097586.7907665,3.949310064315796,PLC -> IO,0.001384
1776097586.8549016,4.013445138931274,PLC -> IO,0.31314400000000003
1776097586.9187653,4.077308893203735,PLC -> IO,0.245464
1776097586.9827423,4.1412858963012695,PLC -> IO,0.050904
1776097587.0467563,4.2052998542785645,PLC -> IO,0.035864
1776097587.110744,4.269287586212158,PLC -> IO,0.07842400000000001
1776097587.1750143,4.333557844161987,PLC -> IO,0.356904
1776097587.2388058,4.3973493576049805,PLC -> IO,0.327944
1776097587.30272,4.461263656616211,PLC -> IO,0.20530400000000001
1776097587.3667338,4.525277376174927,PLC -> IO,0.052184
1776097587.4307318,4.589275360107422,PLC -> IO,0.052104000000000004
1776097587.494776,4.653319597244263,PLC -> IO,0.007703999999999999
1776097587.5589178,4.717461347579956,PLC -> IO,0.321224
1776097587.6227374,4.781280994415283,PLC -> IO,0.32674400000000003
1776097587.6867385,4.845282077789307,PLC -> IO,0.071144
1776097587.750776,4.909319639205933,PLC -> IO,0.405224
1776097587.8147554,4.973299026489258,PLC -> IO,0.117544
1776097587.8787475,5.037291049957275,PLC -> IO,0.621624
1776097587.9428523,5.101395845413208,PLC -> IO,0.314104
1776097588.0067549,5.1652984619140625,PLC -> IO,0.366664
1776097588.070734,5.229277610778809,PLC -> IO,0.057224
1776097588.1347442,5.293287754058838,PLC -> IO,0.045624000000000005
1776097588.1987488,5.357292413711548,PLC -> IO,0.008504
1776097588.2629595,5.421503067016602,PLC -> IO,0.313384
1776097588.3267698,5.485313415527344,PLC -> IO,0.312184
1776097588.3907208,5.549264430999756,PLC -> IO,0.15770399999999998
1776097588.4547894,5.613332986831665,PLC -> IO,0.053416
1776097588.5187519,5.677295446395874,PLC -> IO,0.034424
1776097588.5827622,5.741305828094482,PLC -> IO,0.015784
1776097588.6468813,5.805424928665161,PLC -> IO,0.301624
1776097588.7107384,5.869282007217407,PLC -> IO,0.29010400000000003
1776097588.7747245,5.933268070220947,PLC -> IO,0.16234400000000002
1776097588.8387353,5.997278928756714,PLC -> IO,0.048504
1776097588.9027364,6.061280012130737,PLC -> IO,0.093384
1776097588.9672678,6.125811338424683,PLC -> IO,0.019864000000000003
1776097589.0308115,6.189355134963989,PLC -> IO,0.299304
1776097589.09475,6.253293514251709,PLC -> IO,0.14682399999999998
1776097589.158741,6.31728458404541,PLC -> IO,0.08530399999999999
1776097589.2227483,6.38129186630249,PLC -> IO,0.043384
1776097589.2867734,6.445317029953003,PLC -> IO,0.001704
1776097589.3509333,6.509476900100708,PLC -> IO,0.281064
1776097589.4147522,6.573295831680298,PLC -> IO,0.28138399999999997
1776097589.478912,6.637455701828003,PLC -> IO,0.185176
1776097589.5427227,6.701266288757324,PLC -> IO,0.149784
1776097589.60675,6.765293598175049,PLC -> IO,0.067864
1776097589.6710165,6.829560041427612,PLC -> IO,0.312584
1776097589.734829,6.893372535705566,PLC -> IO,0.330104
1776097589.7987397,6.95728325843811,PLC -> IO,0.192824
1776097589.862759,7.021302700042725,PLC -> IO,0.059544
1776097589.92674,7.085283517837524,PLC -> IO,0.054264
1776097589.9907522,7.149295806884766,PLC -> IO,0.024904
1776097590.0549347,7.213478326797485,PLC -> IO,0.289144
1776097590.1187418,7.27728533744812,PLC -> IO,0.327064
1776097590.1827478,7.341291427612305,PLC -> IO,0.07026400000000001
1776097590.2467616,7.4053051471710205,PLC -> IO,0.037064
1776097590.3107488,7.469292402267456,PLC -> IO,0.047704
1776097590.374783,7.533326625823975,PLC -> IO,0.090904
1776097590.4388564,7.597399950027466,PLC -> IO,0.286184
1776097590.5027409,7.661284446716309,PLC -> IO,0.240984
1776097590.5667224,7.725265979766846,PLC -> IO,0.075304
1776097590.6307619,7.7893054485321045,PLC -> IO,0.040984
1776097590.694768,7.853311538696289,PLC -> IO,0.059384
1776097590.7589612,7.917504787445068,PLC -> IO,0.441864
1776097590.822776,7.9813196659088135,PLC -> IO,0.315464
1776097590.8867435,8.045287132263184,PLC -> IO,0.12826400000000002
1776097590.950787,8.109330654144287,PLC -> IO,0.009384
1776097591.0147586,8.173302173614502,PLC -> IO,0.043064
1776097591.0787692,8.23731279373169,PLC -> IO,0.14346399999999998
1776097591.1428857,8.301429271697998,PLC -> IO,0.35226399999999997
1776097591.2067537,8.365297317504883,PLC -> IO,0.23058399999999998
1776097591.2707682,8.429311752319336,PLC -> IO,0.022904
1776097591.3347542,8.493297815322876,PLC -> IO,0.028904
1776097591.3987544,8.557297945022583,PLC -> IO,0.09786399999999999
1776097591.4631078,8.621651411056519,PLC -> IO,0.20514400000000002
1776097591.5276344,8.686177968978882,PLC -> IO,0.094744
1776097591.5907443,8.749287843704224,PLC -> IO,0.177624
1776097591.6547248,8.813268423080444,PLC -> IO,0.069544
1776097591.7187583,8.877301931381226,PLC -> IO,0.034264
1776097591.782768,8.941311597824097,PLC -> IO,0.025624
1776097591.846895,9.005438566207886,PLC -> IO,0.34482399999999996
1776097591.9107115,9.069255113601685,PLC -> IO,0.323384
1776097591.9747462,9.133289813995361,PLC -> IO,0.207944
1776097592.03874,9.197283506393433,PLC -> IO,0.048104
1776097592.102753,9.261296510696411,PLC -> IO,0.08138400000000001
1776097592.166765,9.325308561325073,PLC -> IO,0.012184
1776097592.23084,9.389383554458618,PLC -> IO,0.28514399999999995
1776097592.2947636,9.453307151794434,PLC -> IO,0.194584
1776097592.3587396,9.517283201217651,PLC -> IO,0.076104
1776097592.4227371,9.581280708312988,PLC -> IO,0.058024
1776097592.4867923,9.645335912704468,PLC -> IO,0.450696
1776097592.5509672,9.709510803222656,PLC -> IO,0.299944
1776097592.6147552,9.773298740386963,PLC -> IO,0.30114399999999997
1776097592.6787426,9.837286233901978,PLC -> IO,0.189224
1776097592.742755,9.901298522949219,PLC -> IO,0.056664
1776097592.8067536,9.965297222137451,PLC -> IO,0.07154400000000001
1776097592.8707716,10.02931523323059,PLC -> IO,0.000216
1776097592.9348774,10.09342098236084,PLC -> IO,0.308264
1776097592.998732,10.157275676727295,PLC -> IO,0.217944
1776097593.0627704,10.221313953399658,PLC -> IO,0.048184
1776097593.1267495,10.285293102264404,PLC -> IO,0.029224
1776097593.1907604,10.349303960800171,PLC -> IO,0.072424
1776097593.2549798,10.413523435592651,PLC -> IO,0.31202399999999997
1776097593.318784,10.477327585220337,PLC -> IO,0.300504
1776097593.3827488,10.541292428970337,PLC -> IO,0.12482399999999999
1776097593.4467607,10.60530424118042,PLC -> IO,0.022184
1776097593.5107534,10.669296979904175,PLC -> IO,0.07434400000000001
1776097593.5747812,10.733324766159058,PLC -> IO,0.080424
1776097593.6388905,10.797434091567993,PLC -> IO,0.316184
1776097593.702746,10.861289501190186,PLC -> IO,0.276024
1776097593.7667418,10.925285339355469,PLC -> IO,0.060424000000000005
