timestamp,rel_time_s,direction,ipg_ms
1775737900.731843,0.0,PLC -> IO,63.97
1775737900.795921,0.06407809257507324,PLC -> IO,64.078
1775737900.859852,0.12800908088684082,PLC -> IO,63.931
1775737900.923843,0.1919999122619629,PLC -> IO,63.991
1775737900.987913,0.2560698986053467,PLC -> IO,64.07
1775737901.05191,0.3200669288635254,PLC -> IO,63.997
1775737901.115929,0.38408589363098145,PLC -> IO,64.019
1775737901.179925,0.44808197021484375,PLC -> IO,63.996
1775737901.243875,0.5120320320129395,PLC -> IO,63.95
1775737901.307895,0.5760519504547119,PLC -> IO,64.02
1775737901.371923,0.6400799751281738,PLC -> IO,64.028
1775737901.435936,0.7040929794311523,PLC -> IO,64.013
1775737901.499906,0.7680630683898926,PLC -> IO,63.97
1775737901.563877,0.8320341110229492,PLC -> IO,63.971
1775737901.62794,0.89609694480896,PLC -> IO,64.063
1775737901.691896,0.9600529670715332,PLC -> IO,63.956
1775737901.75587,1.0240271091461182,PLC -> IO,63.974
1775737901.819869,1.0880260467529297,PLC -> IO,63.999
1775737901.883896,1.1520531177520752,PLC -> IO,64.027
1775737901.947903,1.216059923171997,PLC -> IO,64.007
1775737902.01195,1.280107021331787,PLC -> IO,64.047
1775737902.07595,1.344106912612915,PLC -> IO,64.0
1775737902.139924,1.4080810546875,PLC -> IO,63.974
1775737902.203957,1.472114086151123,PLC -> IO,64.033
1775737902.267917,1.536073923110962,PLC -> IO,63.96
1775737902.331925,1.6000819206237793,PLC -> IO,64.008
1775737902.395946,1.6641030311584473,PLC -> IO,64.021
1775737902.459963,1.7281200885772705,PLC -> IO,64.017
1775737902.52396,1.7921171188354492,PLC -> IO,63.997
1775737902.587891,1.8560481071472168,PLC -> IO,63.931
1775737902.651952,1.9201090335845947,PLC -> IO,64.061
1775737902.715965,1.9841220378875732,PLC -> IO,64.013
1775737902.779858,2.0480151176452637,PLC -> IO,63.893
1775737902.843935,2.1120920181274414,PLC -> IO,64.077
1775737902.90792,2.176076889038086,PLC -> IO,63.985
1775737902.971934,2.24009108543396,PLC -> IO,64.014
1775737903.035972,2.304129123687744,PLC -> IO,64.038
1775737903.099978,2.3681349754333496,PLC -> IO,64.006
1775737903.163976,2.4321329593658447,PLC -> IO,63.998
1775737903.227977,2.496134042739868,PLC -> IO,64.001
1775737903.291905,2.5600619316101074,PLC -> IO,63.928
1775737903.355931,2.6240880489349365,PLC -> IO,64.026
1775737903.419982,2.688138961791992,PLC -> IO,64.051
1775737903.483983,2.7521400451660156,PLC -> IO,64.001
1775737903.547984,2.81614089012146,PLC -> IO,64.001
1775737903.611985,2.8801419734954834,PLC -> IO,64.001
1775737903.675971,2.9441280364990234,PLC -> IO,63.986
1775737903.739991,3.008147954940796,PLC -> IO,64.02
1775737903.803992,3.0721490383148193,PLC -> IO,64.001
1775737903.867954,3.13611102104187,PLC -> IO,63.962
1775737903.931943,3.2000999450683594,PLC -> IO,63.989
1775737903.995948,3.2641050815582275,PLC -> IO,64.005
1775737904.059996,3.328152894973755,PLC -> IO,64.048
1775737904.123997,3.3921539783477783,PLC -> IO,64.001
1775737904.187999,3.456156015396118,PLC -> IO,64.002
1775737904.252002,3.5201590061187744,PLC -> IO,64.003
1775737904.316001,3.584157943725586,PLC -> IO,63.999
1775737904.379993,3.6481499671936035,PLC -> IO,63.992
1775737904.444006,3.712162971496582,PLC -> IO,64.013
1775737904.507933,3.776089906692505,PLC -> IO,63.927
1775737904.571981,3.8401379585266113,PLC -> IO,64.048
1775737904.635963,3.9041199684143066,PLC -> IO,63.982
1775737904.699954,3.968111038208008,PLC -> IO,63.991
1775737904.763974,4.03213095664978,PLC -> IO,64.02
1775737904.828014,4.096170902252197,PLC -> IO,64.04
1775737904.891975,4.160131931304932,PLC -> IO,63.961
1775737904.955939,4.224096059799194,PLC -> IO,63.964
1775737905.019937,4.2880940437316895,PLC -> IO,63.998
1775737905.083969,4.352126121520996,PLC -> IO,64.032
1775737905.148022,4.416178941726685,PLC -> IO,64.053
1775737905.212022,4.480179071426392,PLC -> IO,64.0
1775737905.27599,4.54414701461792,PLC -> IO,63.968
1775737905.340013,4.608170032501221,PLC -> IO,64.023
1775737905.404025,4.672182083129883,PLC -> IO,64.012
1775737905.468027,4.736184120178223,PLC -> IO,64.002
1775737905.531943,4.800100088119507,PLC -> IO,63.916
1775737905.596032,4.86418890953064,PLC -> IO,64.089
1775737905.660032,4.928189039230347,PLC -> IO,64.0
1775737905.724038,4.992194890975952,PLC -> IO,64.006
1775737905.788023,5.056180000305176,PLC -> IO,63.985
1775737905.852038,5.120194911956787,PLC -> IO,64.015
1775737905.915945,5.1841020584106445,PLC -> IO,63.907
1775737905.979969,5.248126029968262,PLC -> IO,64.024
1775737906.044042,5.312199115753174,PLC -> IO,64.073
1775737906.108045,5.37620210647583,PLC -> IO,64.003
1775737906.172043,5.440200090408325,PLC -> IO,63.998
1775737906.236046,5.5042030811309814,PLC -> IO,64.003
1775737906.300042,5.568198919296265,PLC -> IO,63.996
1775737906.364036,5.632193088531494,PLC -> IO,63.994
1775737906.428049,5.696206092834473,PLC -> IO,64.013
1775737906.492049,5.760205984115601,PLC -> IO,64.0
1775737906.556002,5.8241589069366455,PLC -> IO,63.953
1775737906.620018,5.888175010681152,PLC -> IO,64.016
1775737906.684057,5.952214002609253,PLC -> IO,64.039
