timestamp_sec,rel_time_s,throughput_mbps
1776263347,45,0.0017
1776263348,46,0.0017
1776263349,47,0.0017
1776263350,48,0.0017
1776263364,62,0.0036
1776263365,63,0.0036
1776263366,64,0.0036
1776263367,65,0.0036
1776263467,165,0.0017
1776263468,166,0.0017
1776263469,167,0.0017
1776263470,168,0.0017
1776263484,182,0.0036
1776263485,183,0.0036
1776263486,184,0.0036
1776263487,185,0.0036
1776263587,285,0.0017
1776263588,286,0.0017
1776263589,287,0.0017
1776263590,288,0.0017
1776263604,302,0.0036
1776263605,303,0.0036
1776263606,304,0.0036
1776263607,305,0.0036
1776263707,405,0.0017
1776263708,406,0.0017
1776263709,407,0.0017
1776263710,408,0.0017
1776263724,422,0.0036
1776263725,423,0.0036
1776263726,424,0.0036
1776263727,425,0.0036
