timestamp_sec,rel_time_s,throughput_mbps
1776090380,4,0.001
1776090384,8,0.0206
1776090395,19,0.001
1776090397,21,0.001
1776090399,23,0.001
1776090403,27,0.0361
1776090409,33,0.001
1776090411,35,0.001
1776090413,37,0.001
1776090419,43,0.001
1776090431,55,0.001
1776090433,57,0.001
1776090437,61,0.0206
1776090438,62,0.0031
1776090441,65,0.0108
1776090443,67,0.0128
1776090448,72,0.0108
1776090450,74,0.0031
1776090452,76,0.0031
1776090454,78,0.0128
1776090460,84,0.0206
1776090471,95,0.001
1776090479,103,0.001
1776090481,105,0.001
1776090483,107,0.0018
1776090484,108,0.0036
1776090485,109,0.0018
1776090486,110,0.0018
1776090491,115,0.001
1776090496,120,0.001
1776090498,122,0.001
1776090501,125,0.001
1776090509,133,0.0108
1776090512,136,0.0128
1776090514,138,0.0031
1776090518,142,0.001
1776090523,147,0.001
1776090526,150,0.0206
1776090527,151,0.0031
1776090532,156,0.001
1776090534,158,0.001
1776090536,160,0.001
1776090542,166,0.001
1776090546,170,0.001
1776090552,176,0.001
1776090554,178,0.001
1776090556,180,0.001
1776090560,184,0.0206
1776090567,191,0.001
1776090569,193,0.001
1776090571,195,0.001
1776090577,201,0.001
1776090579,203,0.001
1776090581,205,0.001
1776090584,208,0.0206
1776090585,209,0.0043
1776090594,218,0.0108
1776090596,220,0.0231
1776090602,226,0.001
1776090603,227,0.0018
1776090604,228,0.0018
1776090605,229,0.0018
1776090606,230,0.0028
1776090612,236,0.001
1776090614,238,0.001
1776090616,240,0.001
1776090624,248,0.001
1776090626,250,0.001
1776090632,256,0.0108
1776090634,258,0.0031
1776090636,260,0.0143
1776090637,261,0.0074
1776090639,263,0.002
1776090642,266,0.001
1776090644,268,0.001
1776090646,270,0.001
1776090652,276,0.001
1776090654,278,0.001
1776090656,280,0.001
1776090662,286,0.001
1776090664,288,0.001
1776090666,290,0.001
1776090670,294,0.0206
1776090674,298,0.0108
1776090676,300,0.0128
1776090678,302,0.0031
1776090679,303,0.0031
1776090684,308,0.001
1776090686,310,0.001
1776090688,312,0.001
1776090693,317,0.001
1776090695,319,0.001
1776090697,321,0.001
1776090703,327,0.001
1776090705,329,0.001
1776090707,331,0.001
1776090715,339,0.001
1776090717,341,0.001
1776090723,347,0.0018
1776090724,348,0.0018
1776090725,349,0.001
1776090726,350,0.0018
1776090727,351,0.001
1776090730,354,0.0206
1776090731,355,0.0103
1776090733,357,0.0206
1776090734,358,0.0031
1776090741,365,0.001
1776090743,367,0.001
1776090746,370,0.0206
1776090755,379,0.001
1776090757,381,0.001
1776090759,383,0.001
1776090762,386,0.0108
1776090765,389,0.0031
1776090767,391,0.0128
1776090770,394,0.0108
1776090782,406,0.001
1776090784,408,0.001
1776090786,410,0.001
1776090792,416,0.001
