timestamp_sec,rel_time_s,throughput_mbps
1776101116,0,0.9372
1776101117,1,1.1628
1776101118,2,1.1694
1776101119,3,1.1622
1776101120,4,1.1668
1776101121,5,1.1699
1776101122,6,1.1663
1776101123,7,1.1628
1776101124,8,1.1689
1776101125,9,1.1622
1776101126,10,1.1689
1776101127,11,1.1622
1776101128,12,1.1643
1776101129,13,1.1668
1776101130,14,1.1658
1776101131,15,1.1808
1776101132,16,1.1633
1776101133,17,1.1638
1776101134,18,1.1704
1776101135,19,1.1607
1776101136,20,1.1674
1776101137,21,1.1653
1776101138,22,1.1699
1776101139,23,1.1628
1776101140,24,1.1874
1776101141,25,1.1628
1776101142,26,1.1674
1776101143,27,1.1674
1776101144,28,1.198
1776101145,29,1.1653
1776101146,30,1.1668
1776101147,31,1.1622
1776101148,32,1.1704
1776101149,33,1.1859
1776101150,34,1.1699
1776101151,35,1.1668
1776101152,36,1.1684
1776101153,37,1.1658
1776101154,38,1.1725
1776101155,39,1.1617
1776101156,40,1.1684
1776101157,41,1.1643
1776101158,42,1.1891
1776101159,43,1.1617
1776101160,44,1.1694
1776101161,45,1.1622
1776101162,46,1.1694
1776101163,47,1.1633
1776101164,48,1.1643
1776101165,49,1.1668
1776101166,50,1.1643
1776101167,51,1.1674
1776101168,52,1.1663
1776101169,53,1.1653
1776101170,54,1.1803
1776101171,55,1.1602
1776101172,56,1.1663
1776101173,57,1.1628
1776101174,58,1.1648
1776101175,59,1.1617
1776101176,60,1.1668
1776101177,61,1.1617
1776101178,62,1.1668
1776101179,63,1.1653
1776101180,64,1.1699
1776101181,65,1.1643
1776101182,66,1.1648
1776101183,67,1.1674
1776101184,68,1.1674
1776101185,69,1.1628
1776101186,70,1.1684
1776101187,71,1.1628
1776101188,72,1.1684
1776101189,73,1.1663
1776101190,74,1.1658
1776101191,75,1.1663
1776101192,76,1.1689
1776101193,77,1.1622
1776101194,78,1.1689
1776101195,79,1.1663
1776101196,80,1.1648
1776101197,81,1.1668
1776101198,82,1.1684
1776101199,83,1.1689
1776101200,84,1.1709
1776101201,85,1.1622
1776101202,86,1.1643
1776101203,87,1.1658
1776101204,88,1.1694
1776101205,89,1.1679
1776101206,90,1.1694
1776101207,91,1.1653
1776101208,92,1.1709
1776101209,93,1.1663
1776101210,94,1.1684
1776101211,95,1.1648
1776101212,96,1.1859
1776101213,97,1.1638
1776101214,98,1.1663
1776101215,99,1.1638
1776101216,100,1.1658
1776101217,101,1.1648
1776101218,102,1.1704
1776101219,103,1.1663
1776101220,104,1.1709
1776101221,105,1.1653
1776101222,106,1.1674
1776101223,107,1.1674
1776101224,108,1.1715
1776101225,109,1.1853
1776101226,110,1.1721
1776101227,111,1.1653
1776101228,112,1.1663
1776101229,113,1.1622
1776101230,114,1.1684
1776101231,115,1.1617
1776101232,116,1.1674
1776101233,117,1.1617
1776101234,118,1.1694
1776101235,119,1.1676
1776101236,120,1.1689
1776101237,121,1.1774
1776101238,122,1.1756
1776101239,123,1.1633
1776101240,124,1.1679
1776101241,125,1.1643
1776101242,126,1.1648
1776101243,127,1.1684
1776101244,128,1.1648
1776101245,129,1.1648
1776101246,130,1.1674
1776101247,131,1.1633
1776101248,132,1.1704
1776101249,133,1.1658
1776101250,134,1.1679
1776101251,135,1.1648
1776101252,136,1.1668
1776101253,137,1.1674
1776101254,138,1.1653
1776101255,139,1.1633
1776101256,140,1.1704
1776101257,141,1.1628
1776101258,142,1.1694
1776101259,143,1.1648
1776101260,144,1.1684
1776101261,145,1.1663
1776101262,146,1.1689
1776101263,147,1.1628
1776101264,148,1.1709
1776101265,149,1.1653
1776101266,150,1.1658
1776101267,151,1.1622
1776101268,152,1.1668
1776101269,153,1.1638
1776101270,154,1.1694
1776101271,155,1.1612
1776101272,156,1.1699
1776101273,157,1.1648
1776101274,158,1.1679
1776101275,159,1.1663
1776101276,160,1.1668
1776101277,161,1.1633
1776101278,162,1.1699
1776101279,163,1.1658
1776101280,164,1.1684
1776101281,165,1.1658
1776101282,166,1.1704
1776101283,167,1.1699
1776101284,168,1.1684
1776101285,169,1.1638
1776101286,170,1.1704
1776101287,171,1.1705
1776101288,172,1.1617
1776101289,173,1.1638
1776101290,174,1.1658
1776101291,175,1.1617
1776101292,176,1.1633
1776101293,177,1.1638
1776101294,178,1.1704
1776101295,179,1.1622
1776101296,180,1.1653
1776101297,181,1.1592
1776101298,182,1.1668
1776101299,183,1.1688
1776101300,184,1.1684
1776101301,185,1.1949
1776101302,186,1.173
1776101303,187,1.1886
1776101304,188,1.1742
1776101305,189,1.1679
1776101306,190,1.1853
1776101307,191,1.167
1776101308,192,1.1684
1776101309,193,1.1808
1776101310,194,1.1706
1776101311,195,1.1658
1776101312,196,1.1663
1776101313,197,1.1684
1776101314,198,1.1679
1776101315,199,1.1607
1776101316,200,1.1674
1776101317,201,1.1633
1776101318,202,1.173
1776101319,203,1.1668
1776101320,204,1.1638
1776101321,205,1.1679
1776101322,206,1.1648
1776101323,207,1.1663
1776101324,208,1.1694
1776101325,209,1.1653
1776101326,210,1.1689
1776101327,211,1.1689
1776101328,212,1.1653
1776101329,213,1.1638
1776101330,214,1.1699
1776101331,215,1.1643
1776101332,216,1.1684
1776101333,217,1.1663
1776101334,218,1.1679
1776101335,219,1.1658
1776101336,220,1.1668
1776101337,221,1.1607
1776101338,222,1.1715
1776101339,223,1.1903
1776101340,224,1.1704
1776101341,225,1.1828
1776101342,226,1.1655
1776101343,227,1.1694
1776101344,228,1.1674
1776101345,229,1.1648
1776101346,230,1.1674
1776101347,231,1.1597
1776101348,232,1.1709
1776101349,233,1.1648
1776101350,234,1.1679
1776101351,235,1.1684
1776101352,236,1.1638
1776101353,237,1.1653
1776101354,238,1.1732
1776101355,239,1.1691
1776101356,240,1.1935
1776101357,241,1.1597
1776101358,242,1.1658
1776101359,243,1.1674
1776101360,244,1.1694
1776101361,245,1.1684
1776101362,246,1.1679
1776101363,247,1.1653
1776101364,248,1.1668
1776101365,249,1.1689
1776101366,250,1.1628
1776101367,251,1.1653
1776101368,252,1.1684
1776101369,253,1.1643
1776101370,254,1.1761
1776101371,255,1.1633
1776101372,256,1.1658
1776101373,257,1.1679
1776101374,258,1.1689
1776101375,259,1.1617
1776101376,260,1.1689
1776101377,261,1.1628
1776101378,262,1.1699
1776101379,263,1.1653
1776101380,264,1.1674
1776101381,265,1.1726
1776101382,266,1.1628
1776101383,267,1.1643
1776101384,268,1.1648
1776101385,269,1.1638
1776101386,270,1.1633
1776101387,271,1.1653
1776101388,272,1.1668
1776101389,273,1.1663
1776101390,274,1.1643
1776101391,275,1.1693
1776101392,276,1.17
1776101393,277,1.1745
1776101394,278,1.1715
1776101395,279,1.1628
1776101396,280,1.1957
1776101397,281,1.1684
1776101398,282,1.1725
1776101399,283,1.1879
1776101400,284,1.1699
1776101401,285,1.1668
1776101402,286,1.1704
1776101403,287,1.1762
1776101404,288,1.1622
1776101405,289,1.1643
1776101406,290,1.1633
1776101407,291,1.176
1776101408,292,1.1743
1776101409,293,1.1674
1776101410,294,1.1694
1776101411,295,1.1694
1776101412,296,1.1694
1776101413,297,1.1668
1776101414,298,1.1694
1776101415,299,1.1663
1776101416,300,1.174
1776101417,301,1.1638
1776101418,302,1.1709
1776101419,303,1.1643
1776101420,304,1.173
1776101421,305,1.1668
1776101422,306,1.1694
1776101423,307,1.1653
1776101424,308,1.1735
1776101425,309,1.1679
1776101426,310,1.1643
1776101427,311,1.1668
1776101428,312,1.1704
1776101429,313,1.1907
1776101430,314,1.172
1776101431,315,1.1689
1776101432,316,1.1704
1776101433,317,1.1653
1776101434,318,1.1704
1776101435,319,1.1694
1776101436,320,1.1838
1776101437,321,1.1663
1776101438,322,1.174
1776101439,323,1.1663
1776101440,324,1.1679
1776101441,325,1.1684
1776101442,326,1.1653
1776101443,327,1.1648
1776101444,328,1.172
1776101445,329,1.1663
1776101446,330,1.1735
1776101447,331,1.1643
1776101448,332,1.1735
1776101449,333,1.1684
1776101450,334,1.1715
1776101451,335,1.1658
1776101452,336,1.1725
1776101453,337,1.1674
1776101454,338,1.1715
1776101455,339,1.1674
1776101456,340,1.1709
1776101457,341,1.1689
1776101458,342,1.1715
1776101459,343,1.1804
1776101460,344,1.1674
1776101461,345,1.1612
1776101462,346,1.1668
1776101463,347,1.1638
1776101464,348,1.1715
1776101465,349,1.1643
1776101466,350,1.1679
1776101467,351,1.1638
1776101468,352,1.1699
1776101469,353,1.1699
1776101470,354,1.1679
1776101471,355,1.1704
1776101472,356,1.1974
1776101473,357,1.1638
1776101474,358,1.1694
1776101475,359,1.1666
1776101476,360,1.1717
1776101477,361,1.1661
1776101478,362,1.1663
1776101479,363,1.1658
1776101480,364,1.195
1776101481,365,1.1648
1776101482,366,1.1704
1776101483,367,1.1638
1776101484,368,1.1709
1776101485,369,1.1663
1776101486,370,1.1684
1776101487,371,1.1674
1776101488,372,1.1653
1776101489,373,1.1658
1776101490,374,1.1715
1776101491,375,1.1658
1776101492,376,1.1668
1776101493,377,1.191
1776101494,378,1.1778
1776101495,379,1.1663
1776101496,380,1.1838
1776101497,381,1.1658
1776101498,382,1.1699
1776101499,383,1.1628
1776101500,384,1.173
1776101501,385,1.1653
1776101502,386,1.1864
1776101503,387,1.1689
1776101504,388,1.1643
1776101505,389,1.1648
1776101506,390,1.1704
1776101507,391,1.1628
1776101508,392,1.1699
1776101509,393,1.1638
1776101510,394,1.1699
1776101511,395,1.1658
1776101512,396,1.1633
1776101513,397,1.1633
1776101514,398,1.1715
1776101515,399,1.1622
1776101516,400,1.1679
1776101517,401,1.1648
1776101518,402,1.1658
1776101519,403,1.1674
1776101520,404,1.1658
1776101521,405,1.1792
1776101522,406,1.1643
1776101523,407,1.1622
1776101524,408,1.1674
1776101525,409,1.1648
1776101526,410,1.1668
1776101527,411,1.1653
1776101528,412,1.1699
1776101529,413,1.1602
1776101530,414,1.1694
1776101531,415,1.1866
1776101532,416,1.1668
1776101533,417,1.0204
