timestamp_sec,rel_time_s,throughput_mbps
1776092523,77,0.0018
1776092524,78,0.0036
1776092525,79,0.0018
1776092526,80,0.0036
1776092533,87,0.0021
1776092643,197,0.0036
1776092644,198,0.0018
1776092645,199,0.0036
1776092646,200,0.0036
1776092763,317,0.0018
1776092764,318,0.0018
1776092765,319,0.0036
1776092766,320,0.0018
