timestamp,rel_time_s,direction,e2e_latency_ms
1775836574.0113797,0.0073316097259521484,PLC -> IO,0.55651
1775836574.0255456,0.021497488021850586,IO -> PLC,0.584468
1775836574.0433812,0.03933310508728027,PLC -> IO,0.56026
1775836574.0575442,0.05349612236022949,IO -> PLC,0.591968
1775836574.0753825,0.0713343620300293,PLC -> IO,0.54801
1775836574.089544,0.0854959487915039,IO -> PLC,0.617788
1775836574.1073837,0.10333561897277832,PLC -> IO,0.54975
1775836574.121543,0.11749482154846191,IO -> PLC,0.623288
1775836574.1393852,0.13533711433410645,PLC -> IO,0.54973
1775836574.1535428,0.14949464797973633,IO -> PLC,0.582548
1775836574.1713865,0.16733837127685547,PLC -> IO,0.54908
1775836574.1855416,0.18149352073669434,IO -> PLC,0.592128
1775836574.2033877,0.1993396282196045,PLC -> IO,0.55754
1775836574.2175415,0.21349334716796875,IO -> PLC,0.576898
1775836574.2353892,0.23134112358093262,PLC -> IO,0.55921
1775836574.2495403,0.24549221992492676,IO -> PLC,0.590408
1775836574.2673905,0.26334238052368164,PLC -> IO,0.55624
1775836574.2815392,0.27749109268188477,IO -> PLC,0.577178
1775836574.2993917,0.29534363746643066,PLC -> IO,0.54967
1775836574.313539,0.3094909191131592,IO -> PLC,0.589958
1775836574.3313932,0.3273451328277588,PLC -> IO,0.54454
1775836574.345538,0.3414897918701172,IO -> PLC,0.588178
1775836574.3633945,0.3593463897705078,PLC -> IO,0.55037
1775836574.3775377,0.3734896183013916,IO -> PLC,0.583268
1775836574.3953958,0.39134764671325684,PLC -> IO,0.54291
1775836574.4095366,0.4054884910583496,IO -> PLC,0.585418
1775836574.4273973,0.42334914207458496,PLC -> IO,0.54585
1775836574.4415364,0.437488317489624,IO -> PLC,0.577468
1775836574.4593985,0.455350399017334,PLC -> IO,0.54688
1775836574.4735353,0.46948719024658203,IO -> PLC,0.581608
1775836574.4913998,0.487351655960083,PLC -> IO,0.5575
1775836574.505534,0.5014858245849609,IO -> PLC,0.603828
1775836574.5234013,0.5193531513214111,PLC -> IO,0.56014
1775836574.537534,0.5334858894348145,IO -> PLC,0.576288
1775836574.5554025,0.5513544082641602,PLC -> IO,0.56076
1775836574.5695326,0.5654845237731934,IO -> PLC,0.586748
1775836574.5874038,0.5833556652069092,PLC -> IO,0.55268
1775836574.6015325,0.5974843502044678,IO -> PLC,0.592088
1775836574.6194053,0.6153571605682373,PLC -> IO,0.54914
1775836574.6335313,0.6294832229614258,IO -> PLC,0.588138
1775836574.6514065,0.6473584175109863,PLC -> IO,0.54513
1775836574.6655312,0.6614830493927002,IO -> PLC,0.589328
1775836574.6834078,0.6793596744537354,PLC -> IO,0.54864
1775836574.69753,0.6934819221496582,IO -> PLC,0.581458
1775836574.7154093,0.7113611698150635,PLC -> IO,0.54278
1775836574.729529,0.7254807949066162,IO -> PLC,0.580718
1775836574.7474105,0.7433624267578125,PLC -> IO,0.5459
1775836574.7615287,0.7574806213378906,IO -> PLC,0.573738
1775836574.7794118,0.7753636837005615,PLC -> IO,0.5518
1775836574.7935276,0.7894794940948486,IO -> PLC,0.577068
1775836574.8114133,0.8073651790618896,PLC -> IO,0.55036
1775836574.8255274,0.821479320526123,IO -> PLC,0.575218
1775836574.8434145,0.8393664360046387,PLC -> IO,0.55202
1775836574.8575263,0.853478193283081,IO -> PLC,0.594958
1775836574.8754158,0.8713676929473877,PLC -> IO,0.5521
1775836574.8895261,0.8854780197143555,IO -> PLC,0.602368
1775836574.9074173,0.9033691883087158,PLC -> IO,0.54888
1775836574.921525,0.9174768924713135,IO -> PLC,0.613958
1775836574.9394186,0.9353704452514648,PLC -> IO,0.56384
1775836574.9535239,0.9494757652282715,IO -> PLC,0.583368
1775836574.9714198,0.9673717021942139,PLC -> IO,0.5479
1775836574.9855237,0.9814755916595459,IO -> PLC,0.598938
1775836575.0034213,0.999373197555542,PLC -> IO,0.5626
1775836575.0175223,1.0134742259979248,IO -> PLC,0.572528
1775836575.0354226,1.031374454498291,PLC -> IO,0.56356
1775836575.0495224,1.0454742908477783,IO -> PLC,0.578738
1775836575.0674238,1.06337571144104,PLC -> IO,0.56058
1775836575.081521,1.0774729251861572,IO -> PLC,0.580248
1775836575.0994253,1.0953772068023682,PLC -> IO,0.55433
1775836575.1135209,1.1094727516174316,IO -> PLC,0.582538
1775836575.1314266,1.1273784637451172,PLC -> IO,0.56415
1775836575.1455197,1.1414716243743896,IO -> PLC,0.588918
1775836575.1634278,1.1593797206878662,PLC -> IO,0.54519
1775836575.1775186,1.1734704971313477,IO -> PLC,0.589138
1775836575.1954293,1.1913812160491943,PLC -> IO,0.54509
1775836575.2095184,1.205470323562622,IO -> PLC,0.597758
1775836575.2274306,1.2233824729919434,PLC -> IO,0.54571
1775836575.2415173,1.23746919631958,IO -> PLC,0.580448
1775836575.2594318,1.2553837299346924,PLC -> IO,0.54899
1775836575.2735171,1.2694690227508545,IO -> PLC,0.582678
1775836575.2914333,1.2873852252960205,PLC -> IO,0.55617
1775836575.305516,1.3014678955078125,IO -> PLC,0.623928
1775836575.3234346,1.3193864822387695,PLC -> IO,0.5592
1775836575.3375158,1.333467721939087,IO -> PLC,0.590388
1775836575.3554358,1.3513877391815186,PLC -> IO,0.55879
1775836575.3695147,1.365466594696045,IO -> PLC,0.585408
1775836575.3874373,1.3833892345428467,PLC -> IO,0.55198
1775836575.4015136,1.397465467453003,IO -> PLC,0.585708
1775836575.4194386,1.4153904914855957,PLC -> IO,0.55101
