timestamp,rel_time_s,direction,ipg_ms
1775660066.819859,0.0,PLC -> IO,64.052
1775660066.883819,0.06396007537841797,PLC -> IO,63.96
1775660066.947794,0.12793493270874023,PLC -> IO,63.975
1775660067.011857,0.19199800491333008,PLC -> IO,64.063
1775660067.07589,0.2560310363769531,PLC -> IO,64.033
1775660067.139837,0.3199779987335205,PLC -> IO,63.947
1775660067.203893,0.3840339183807373,PLC -> IO,64.056
1775660067.267896,0.44803690910339355,PLC -> IO,64.003
1775660067.331835,0.5119760036468506,PLC -> IO,63.939
1775660067.395818,0.5759589672088623,PLC -> IO,63.983
1775660067.459888,0.6400289535522461,PLC -> IO,64.07
1775660067.523899,0.7040400505065918,PLC -> IO,64.011
1775660067.587898,0.7680389881134033,PLC -> IO,63.999
1775660067.651873,0.8320140838623047,PLC -> IO,63.975
1775660067.715842,0.8959829807281494,PLC -> IO,63.969
1775660067.779808,0.9599490165710449,PLC -> IO,63.966
1775660067.843814,1.0239548683166504,PLC -> IO,64.006
1775660067.90783,1.0879709720611572,PLC -> IO,64.016
1775660067.971911,1.1520519256591797,PLC -> IO,64.081
1775660068.035913,1.2160539627075195,PLC -> IO,64.002
1775660068.099811,1.279952049255371,PLC -> IO,63.898
1775660068.163919,1.344059944152832,PLC -> IO,64.108
1775660068.227923,1.4080638885498047,PLC -> IO,64.004
1775660068.291923,1.4720640182495117,PLC -> IO,64.0
1775660068.355839,1.535979986190796,PLC -> IO,63.916
1775660068.419879,1.600019931793213,PLC -> IO,64.04
1775660068.483919,1.6640598773956299,PLC -> IO,64.04
1775660068.547857,1.7279980182647705,PLC -> IO,63.938
1775660068.611928,1.7920689582824707,PLC -> IO,64.071
1775660068.675849,1.855989933013916,PLC -> IO,63.921
1775660068.739932,1.9200730323791504,PLC -> IO,64.083
1775660068.803922,1.984062910079956,PLC -> IO,63.99
1775660068.867935,2.0480759143829346,PLC -> IO,64.013
1775660068.931897,2.1120378971099854,PLC -> IO,63.962
1775660068.995856,2.175997018814087,PLC -> IO,63.959
1775660069.05994,2.2400810718536377,PLC -> IO,64.084
1775660069.123903,2.304044008255005,PLC -> IO,63.963
1775660069.187906,2.368046998977661,PLC -> IO,64.003
1775660069.251946,2.432086944580078,PLC -> IO,64.04
1775660069.31592,2.496061086654663,PLC -> IO,63.974
1775660069.379913,2.560054063796997,PLC -> IO,63.993
1775660069.44395,2.6240909099578857,PLC -> IO,64.037
1775660069.507947,2.6880879402160645,PLC -> IO,63.997
1775660069.571917,2.7520580291748047,PLC -> IO,63.97
1775660069.635903,2.8160438537597656,PLC -> IO,63.986
1775660069.699957,2.8800978660583496,PLC -> IO,64.054
1775660069.763889,2.9440300464630127,PLC -> IO,63.932
1775660069.827947,3.0080878734588623,PLC -> IO,64.058
1775660069.891961,3.0721020698547363,PLC -> IO,64.014
1775660069.955929,3.1360700130462646,PLC -> IO,63.968
1775660070.019936,3.2000770568847656,PLC -> IO,64.007
1775660070.083967,3.2641079425811768,PLC -> IO,64.031
1775660070.147968,3.3281090259552,PLC -> IO,64.001
1775660070.21197,3.39211106300354,PLC -> IO,64.002
1775660070.275972,3.456112861633301,PLC -> IO,64.002
1775660070.339969,3.5201098918914795,PLC -> IO,63.997
1775660070.403977,3.584117889404297,PLC -> IO,64.008
1775660070.467987,3.648128032684326,PLC -> IO,64.01
1775660070.531977,3.712117910385132,PLC -> IO,63.99
1775660070.595906,3.7760469913482666,PLC -> IO,63.929
1775660070.659939,3.8400800228118896,PLC -> IO,64.033
1775660070.723982,3.904123067855835,PLC -> IO,64.043
1775660070.787969,3.9681100845336914,PLC -> IO,63.987
1775660070.851985,4.032125949859619,PLC -> IO,64.016
1775660070.91595,4.096091032028198,PLC -> IO,63.965
1775660070.979909,4.160049915313721,PLC -> IO,63.959
1775660071.043908,4.224049091339111,PLC -> IO,63.999
1775660071.10794,4.288080930709839,PLC -> IO,64.032
1775660071.171957,4.352097988128662,PLC -> IO,64.017
1775660071.235994,4.41613507270813,PLC -> IO,64.037
1775660071.299996,4.480136871337891,PLC -> IO,64.002
1775660071.363996,4.544137001037598,PLC -> IO,64.0
