timestamp,rel_time_s,direction,e2e_latency_ms
1774007781.0175874,0.0,IO -> PLC,6.387862
1774007781.0296085,0.012021064758300781,PLC -> IO,6.773076
1774007781.081585,0.06399750709533691,IO -> PLC,5.015882
1774007781.0936103,0.07602286338806152,PLC -> IO,6.753526
1774007781.1455824,0.12799501419067383,IO -> PLC,4.649682
1774007781.1576118,0.14002442359924316,PLC -> IO,6.384126
1774007781.2095802,0.19199275970458984,IO -> PLC,5.783902
1774007781.2216136,0.2040262222290039,PLC -> IO,6.485936
1774007781.2735777,0.25599026679992676,IO -> PLC,6.917802
1774007781.2856152,0.26802778244018555,PLC -> IO,7.273286
1774007781.3375752,0.31998777389526367,IO -> PLC,5.542462
1774007781.349617,0.3320295810699463,PLC -> IO,5.916506
1774007781.4015727,0.3839852809906006,IO -> PLC,7.704702
1774007781.4136186,0.39603114128112793,PLC -> IO,8.451086
1774007781.4655702,0.4479827880859375,IO -> PLC,4.803482
1774007781.4776204,0.46003293991088867,PLC -> IO,6.662936
1774007781.5295677,0.5119802951812744,IO -> PLC,6.942212
1774007781.541622,0.5240345001220703,PLC -> IO,3.631726
1774007781.5935652,0.5759778022766113,IO -> PLC,7.591702
1774007781.6056237,0.588036298751831,PLC -> IO,8.453636
1774007781.6575627,0.6399753093719482,IO -> PLC,6.221552
1774007781.6696253,0.6520378589630127,PLC -> IO,5.926836
1774007781.7215605,0.7039730548858643,IO -> PLC,4.830282
1774007781.733627,0.7160396575927734,PLC -> IO,5.524396
1774007781.785558,0.7679705619812012,IO -> PLC,7.469262
1774007781.7976289,0.7800414562225342,PLC -> IO,5.153556
1774007781.8495555,0.8319680690765381,IO -> PLC,4.595012
1774007781.8616304,0.8440430164337158,PLC -> IO,6.276346
1774007781.913553,0.895965576171875,IO -> PLC,8.231042
1774007781.9256322,0.9080448150634766,PLC -> IO,5.907276
1774007781.9775505,0.9599630832672119,IO -> PLC,6.359372
1774007781.9896338,0.9720463752746582,PLC -> IO,7.039276
1774007782.041548,1.0239605903625488,IO -> PLC,4.991942
1774007782.0536356,1.036048173904419,PLC -> IO,5.661296
1774007782.1055455,1.0879580974578857,IO -> PLC,4.622612
1774007782.1176372,1.1000497341156006,PLC -> IO,5.290466
1774007782.169543,1.1519556045532227,IO -> PLC,9.762682
1774007782.181639,1.1640515327453613,PLC -> IO,4.914546
1774007782.2335408,1.2159533500671387,IO -> PLC,6.888112
1774007782.2456408,1.228053331375122,PLC -> IO,7.187996
1774007782.2975383,1.2799508571624756,IO -> PLC,5.515652
1774007782.3096423,1.2920548915863037,PLC -> IO,5.670096
1774007782.3615358,1.3439483642578125,IO -> PLC,7.652852
1774007782.373644,1.3560566902160645,PLC -> IO,6.829466
1774007782.4255333,1.4079458713531494,IO -> PLC,14.796792
1774007782.4376457,1.420058250427246,PLC -> IO,4.088346
1774007782.4895308,1.4719433784484863,IO -> PLC,18.435072
1774007782.5016475,1.4840600490570068,PLC -> IO,7.619186
1774007782.5535283,1.5359408855438232,IO -> PLC,11.569782
1774007782.565649,1.5480616092681885,PLC -> IO,6.176806
1774007782.6175258,1.5999383926391602,IO -> PLC,11.742792
1774007782.6296508,1.6120634078979492,PLC -> IO,41.168716
1774007782.6815236,1.6639361381530762,IO -> PLC,7.846672
1774007782.6936524,1.6760649681091309,PLC -> IO,7.103966
1774007782.745521,1.727933645248413,IO -> PLC,7.437432
1774007782.7576542,1.7400667667388916,PLC -> IO,6.607936
1774007782.8095186,1.79193115234375,IO -> PLC,7.081152
1774007782.821656,1.8040685653686523,PLC -> IO,6.187726
1774007782.873516,1.855928659439087,IO -> PLC,5.701802
1774007782.8856575,1.868070125579834,PLC -> IO,5.817926
