"No.","Time","Time delta from previous captured frame","Reception Port","Source","Destination","CycleCounter","TransferStatus","Protocol","Length","Info"
"3577","14.006801950","0.001430540","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","11264","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11264 (Valid,Primary,Ok,Run)"
"3579","14.016859164","0.002811574","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","11776","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11776 (Valid,Primary,Ok,Run)"
"3581","14.021849820","0.000478740","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","11776","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11776 (Valid,Primary,Ok,Run)"
"3583","14.032859874","0.006304294","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","12288","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12288 (Valid,Primary,Ok,Run)"
"3585","14.039370660","0.001999910","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","12288","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12288 (Valid,Primary,Ok,Run)"
"3587","14.048860574","0.004750184","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","12800","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12800 (Valid,Primary,Ok,Run)"
"3590","14.060688200","0.001072630","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","12800","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12800 (Valid,Primary,Ok,Run)"
"3592","14.064861284","0.002199164","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","13312","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13312 (Valid,Primary,Ok,Run)"
"3594","14.070433700","0.001063610","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","13312","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13312 (Valid,Primary,Ok,Run)"
"3596","14.080861994","0.005240984","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","13824","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13824 (Valid,Primary,Ok,Run)"
"3598","14.086964660","0.001594910","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","13824","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13824 (Valid,Primary,Ok,Run)"
"3600","14.096862694","0.003669424","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","14336","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14336 (Valid,Primary,Ok,Run)"
"3602","14.101995240","0.000625820","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","14336","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14336 (Valid,Primary,Ok,Run)"
"3604","14.112863404","0.005153834","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","14848","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14848 (Valid,Primary,Ok,Run)"
"3605","14.117051990","0.004188586","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","14848","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14848 (Valid,Primary,Ok,Run)"
"3608","14.128864114","0.003616284","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","15360","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15360 (Valid,Primary,Ok,Run)"
"3610","14.134596750","0.001227990","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","15360","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15360 (Valid,Primary,Ok,Run)"
"3612","14.144864814","0.005576454","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","15872","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15872 (Valid,Primary,Ok,Run)"
"3614","14.151598450","0.002230020","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","15872","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15872 (Valid,Primary,Ok,Run)"
"3616","14.160865524","0.005578164","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","16384","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16384 (Valid,Primary,Ok,Run)"
"3618","14.168149090","0.002781000","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","16384","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16384 (Valid,Primary,Ok,Run)"
"3620","14.176866234","0.006543024","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","16896","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16896 (Valid,Primary,Ok,Run)"
"3622","14.184694290","0.003326530","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","16896","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16896 (Valid,Primary,Ok,Run)"
"3624","14.192866934","0.005985424","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","17408","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17408 (Valid,Primary,Ok,Run)"
"3626","14.202211360","0.004843930","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","17408","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17408 (Valid,Primary,Ok,Run)"
"3628","14.208867644","0.005980974","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","17920","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17920 (Valid,Primary,Ok,Run)"
"3630","14.215224990","0.001857890","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","17920","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17920 (Valid,Primary,Ok,Run)"
"3632","14.224868354","0.005364824","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","18432","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18432 (Valid,Primary,Ok,Run)"
"3634","14.231773630","0.002406860","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","18432","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18432 (Valid,Primary,Ok,Run)"
"3636","14.240869054","0.005397404","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","18944","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18944 (Valid,Primary,Ok,Run)"
"3638","14.256869764","0.011503324","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","19456","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19456 (Valid,Primary,Ok,Run)"
"3640","14.267346040","0.005979940","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","18944","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18944 (Valid,Primary,Ok,Run)"
"3642","14.272842980","0.003819670","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","19456","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19456 (Valid,Primary,Ok,Run)"
"3643","14.272870474","0.000027494","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","19968","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19968 (Valid,Primary,Ok,Run)"
"3646","14.281893250","0.004527480","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","19968","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19968 (Valid,Primary,Ok,Run)"
"3648","14.288871174","0.005790214","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","20480","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20480 (Valid,Primary,Ok,Run)"
"3650","14.294383250","0.001017810","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","20480","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20480 (Valid,Primary,Ok,Run)"
"3652","14.304871884","0.005787204","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","20992","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20992 (Valid,Primary,Ok,Run)"
"3654","14.310420830","0.001055720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","20992","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20992 (Valid,Primary,Ok,Run)"
"3656","14.320872594","0.004254464","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","21504","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:21504 (Valid,Primary,Ok,Run)"
"3658","14.326951950","0.001587170","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","21504","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:21504 (Valid,Primary,Ok,Run)"
"3660","14.336873294","0.005197484","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","22016","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22016 (Valid,Primary,Ok,Run)"
"3662","14.342980170","0.001615720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","22016","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22016 (Valid,Primary,Ok,Run)"
"3664","14.352874004","0.003643534","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","22528","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22528 (Valid,Primary,Ok,Run)"
"3665","14.357039510","0.004165506","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","22528","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22528 (Valid,Primary,Ok,Run)"
"3668","14.368874704","0.006146044","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","23040","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23040 (Valid,Primary,Ok,Run)"
"3670","14.378075120","0.004711340","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","23040","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23040 (Valid,Primary,Ok,Run)"
"3672","14.384875414","0.005634144","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","23552","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23552 (Valid,Primary,Ok,Run)"
"3674","14.390577050","0.001213600","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","23552","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23552 (Valid,Primary,Ok,Run)"
"3676","14.400876124","0.006570284","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","24064","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24064 (Valid,Primary,Ok,Run)"
"3678","14.408136200","0.002773080","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","24064","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24064 (Valid,Primary,Ok,Run)"
"3680","14.416876824","0.006067014","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","24576","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24576 (Valid,Primary,Ok,Run)"
"3682","14.424674040","0.003311250","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","24576","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24576 (Valid,Primary,Ok,Run)"
"3684","14.432877534","0.004989564","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","25088","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25088 (Valid,Primary,Ok,Run)"
"3686","14.441693740","0.004331280","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","25088","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25088 (Valid,Primary,Ok,Run)"
"3688","14.448878244","0.006003234","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","25600","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25600 (Valid,Primary,Ok,Run)"
"3690","14.458240540","0.004878420","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","25600","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25600 (Valid,Primary,Ok,Run)"
"3692","14.464878944","0.005468354","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","26112","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26112 (Valid,Primary,Ok,Run)"
"3694","14.470771020","0.001409230","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","26112","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26112 (Valid,Primary,Ok,Run)"
"3696","14.480879654","0.005426864","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","26624","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26624 (Valid,Primary,Ok,Run)"
"3698","14.489284060","0.003922600","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","26624","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26624 (Valid,Primary,Ok,Run)"
"3700","14.496880364","0.006397164","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","27136","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27136 (Valid,Primary,Ok,Run)"
"3702","14.503345400","0.001984270","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","27136","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27136 (Valid,Primary,Ok,Run)"
"3704","14.512881064","0.004846244","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","27648","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27648 (Valid,Primary,Ok,Run)"
"3706","14.520347260","0.002986460","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","27648","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27648 (Valid,Primary,Ok,Run)"
"3708","14.528881774","0.007344614","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","28160","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28160 (Valid,Primary,Ok,Run)"
"3710","14.534438050","0.001077590","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","28160","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28160 (Valid,Primary,Ok,Run)"
"3712","14.544882484","0.004790944","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","28672","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28672 (Valid,Primary,Ok,Run)"
"3714","14.550408110","0.001047980","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","28672","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28672 (Valid,Primary,Ok,Run)"
"3716","14.560883184","0.006780074","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","29184","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29184 (Valid,Primary,Ok,Run)"
"3718","14.567941190","0.002581390","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","29184","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29184 (Valid,Primary,Ok,Run)"
"3720","14.576883894","0.003714474","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","29696","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29696 (Valid,Primary,Ok,Run)"
"3722","14.582971850","0.001612380","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","29696","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29696 (Valid,Primary,Ok,Run)"
"3724","14.592884604","0.003664824","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","30208","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30208 (Valid,Primary,Ok,Run)"
"3726","14.598002270","0.000643130","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","30208","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30208 (Valid,Primary,Ok,Run)"
"3728","14.608885304","0.006174054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","30720","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30720 (Valid,Primary,Ok,Run)"
"3730","14.616736910","0.003378100","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","30720","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30720 (Valid,Primary,Ok,Run)"
"3732","14.624886014","0.005649584","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","31232","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31232 (Valid,Primary,Ok,Run)"
"3734","14.630571050","0.001212580","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","31232","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31232 (Valid,Primary,Ok,Run)"
"3736","14.640886724","0.006620054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","31744","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31744 (Valid,Primary,Ok,Run)"
"3738","14.649125600","0.003767460","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","31744","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31744 (Valid,Primary,Ok,Run)"
"3740","14.656887424","0.005061054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","32256","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32256 (Valid,Primary,Ok,Run)"
"3742","14.663147350","0.001789540","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","32256","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32256 (Valid,Primary,Ok,Run)"
"3744","14.672888134","0.007553654","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","32768","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32768 (Valid,Primary,Ok,Run)"
"3746","14.681675820","0.004318340","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","32768","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32768 (Valid,Primary,Ok,Run)"
"3748","14.688888834","0.006023544","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","33280","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33280 (Valid,Primary,Ok,Run)"
"3750","14.698224780","0.004867630","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","33280","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33280 (Valid,Primary,Ok,Run)"
"3752","14.704889544","0.005464114","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","33792","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33792 (Valid,Primary,Ok,Run)"
"3754","14.710735910","0.001379090","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","33792","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33792 (Valid,Primary,Ok,Run)"
"3756","14.720890254","0.005459904","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","34304","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34304 (Valid,Primary,Ok,Run)"
"3758","14.727771050","0.002414570","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","34304","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34304 (Valid,Primary,Ok,Run)"
"3760","14.736890954","0.001368174","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","34816","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34816 (Valid,Primary,Ok,Run)"
"3762","14.742795950","0.001439800","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","34816","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34816 (Valid,Primary,Ok,Run)"
"3764","14.752891664","0.005903414","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","35328","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35328 (Valid,Primary,Ok,Run)"
"3766","14.759325470","0.001969650","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","35328","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35328 (Valid,Primary,Ok,Run)"
"3769","14.768892334","0.004818164","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","35840","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35840 (Valid,Primary,Ok,Run)"
"3771","14.774363090","0.001007600","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","35840","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35840 (Valid,Primary,Ok,Run)"
"3772","14.784893034","0.010529944","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","36352","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36352 (Valid,Primary,Ok,Run)"
"3775","14.790422830","0.001067670","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","36352","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36352 (Valid,Primary,Ok,Run)"
"3777","14.800893744","0.004306754","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","36864","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36864 (Valid,Primary,Ok,Run)"
"3779","14.806926510","0.001571690","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","36864","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36864 (Valid,Primary,Ok,Run)"
"3781","14.816894454","0.006245184","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","37376","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37376 (Valid,Primary,Ok,Run)"
"3783","14.822959060","0.001604570","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","37376","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37376 (Valid,Primary,Ok,Run)"
"3786","14.832895194","0.002467590","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","37888","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37888 (Valid,Primary,Ok,Run)"
"3787","14.837014000","0.004118806","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","37888","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37888 (Valid,Primary,Ok,Run)"
"3790","14.848895904","0.006191674","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","38400","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38400 (Valid,Primary,Ok,Run)"
"3792","14.854525880","0.001172050","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","38400","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38400 (Valid,Primary,Ok,Run)"
"3794","14.864896614","0.006647154","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","38912","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38912 (Valid,Primary,Ok,Run)"
"3797","14.877096270","0.001348000","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","38912","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38912 (Valid,Primary,Ok,Run)"
"3798","14.880897314","0.003801044","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","39424","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39424 (Valid,Primary,Ok,Run)"
"3800","14.889118260","0.003765090","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","39424","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39424 (Valid,Primary,Ok,Run)"
"3802","14.896898024","0.003578534","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","39936","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39936 (Valid,Primary,Ok,Run)"
"3804","14.907149590","0.005796760","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","39936","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39936 (Valid,Primary,Ok,Run)"
"3808","14.912898724","0.002511874","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","40448","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40448 (Valid,Primary,Ok,Run)"
"3813","14.923298940","0.000073440","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","40448","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40448 (Valid,Primary,Ok,Run)"
"3814","14.928899434","0.005600494","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","40960","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40960 (Valid,Primary,Ok,Run)"
"3816","14.934180560","0.000828390","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","40960","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40960 (Valid,Primary,Ok,Run)"
"3818","14.944900144","0.005519804","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","41472","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41472 (Valid,Primary,Ok,Run)"
"3820","14.950727760","0.001375920","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","41472","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41472 (Valid,Primary,Ok,Run)"
"3822","14.960900844","0.006454264","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","41984","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41984 (Valid,Primary,Ok,Run)"
"3824","14.966760300","0.001408790","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","41984","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41984 (Valid,Primary,Ok,Run)"
"3826","14.976901554","0.002930484","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","42496","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:42496 (Valid,Primary,Ok,Run)"
"3828","14.986794350","0.005443180","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","42496","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:42496 (Valid,Primary,Ok,Run)"
"3830","14.992902264","0.004916264","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","43008","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43008 (Valid,Primary,Ok,Run)"
"3832","14.999319870","0.001969030","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","43008","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43008 (Valid,Primary,Ok,Run)"
"3834","15.008902964","0.004867884","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","43520","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43520 (Valid,Primary,Ok,Run)"
"3836","15.014350290","0.000999780","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","43520","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43520 (Valid,Primary,Ok,Run)"
"3838","15.024903674","0.005859394","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","44032","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44032 (Valid,Primary,Ok,Run)"
"3840","15.031883210","0.002533030","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","44032","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44032 (Valid,Primary,Ok,Run)"
"3842","15.040904384","0.004318804","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","44544","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44544 (Valid,Primary,Ok,Run)"
"3844","15.046913790","0.001563940","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","44544","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44544 (Valid,Primary,Ok,Run)"
"3846","15.056905084","0.006264574","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","45056","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45056 (Valid,Primary,Ok,Run)"
"3848","15.062946330","0.001596810","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","45056","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45056 (Valid,Primary,Ok,Run)"
